name,price,capacity,price_per_gb,type,cache,form_factor,interface,snapshot_date
VisionTek PRO HXS,89.99,512.0,0.176,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate IronWolf 510,249.99,480.0,0.521,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Toshiba N300,305.55,8000.0,0.038,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Klevv NEO N610,60.65,256.0,0.237,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Toshiba N300,475.0,10000.0,0.048,7200,,3.5,SATA 6.0 Gb/s,2023-12-17
Toshiba MG04ACA100N,102.19,1000.0,0.102,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
V7 V7SSD480GBS25U,42.39,480.0,0.088,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Titanium Micro TH3500,79.98,1000.0,0.08,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Seagate FireCuda 520N,109.99,1000.0,0.11,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2023-12-17
Addlink S91,167.44,2000.0,0.084,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2023-12-17
Corsair MP600 CORE MINI,99.99,1000.0,0.1,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2023-12-17
Seagate SkyHawk AI,279.99,12000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Mushkin Source,283.77,2000.0,0.142,SSD,2048.0,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Caviar Green,119.77,1500.0,0.08,5400,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital RE3,24.99,250.0,0.1,7200,16.0,3.5,SATA 3.0 Gb/s,2023-12-17
Toshiba MK5061GSYN,66.14,500.0,0.132,7200,16.0,2.5,SATA 3.0 Gb/s,2023-12-17
HP Value Endurance SFF,208.99,240.0,0.871,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate ST1800MM0128,1098.0,1800.0,0.61,10000,128.0,2.5,SAS 12.0 Gb/s,2023-12-17
Western Digital Purple,152.94,6000.0,0.025,5400,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate Enterprise Capacity,97.94,3000.0,0.033,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Intel DC P4510,139.0,1000.0,0.139,SSD,,2.5,U.2,2023-12-17
Seagate Exos X14,429.72,12000.0,0.036,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Lexar NS200,59.99,240.0,0.25,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate Exos X18,392.69,18000.0,0.022,7200,256.0,3.5,SAS 12.0 Gb/s,2023-12-17
Seagate Enterprise Capacity,146.59,2000.0,0.073,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Silicon Power Slim S55,74.98,240.0,0.312,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Kingston SSDNOW DC500R,183.7,1920.0,0.096,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Toshiba MG08,349.99,14000.0,0.025,7200,512.0,3.5,SATA 6.0 Gb/s,2023-12-17
Mushkin SOURCE 2,23.82,120.0,0.199,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Toshiba X300,299.0,8000.0,0.037,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Intel D3-S4520,127.95,960.0,0.133,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital RE3,55.22,500.0,0.11,7200,16.0,3.5,SATA 3.0 Gb/s,2023-12-17
Western Digital Scorpio Black,45.0,320.0,0.141,7200,16.0,2.5,SATA 3.0 Gb/s,2023-12-17
Intel X25-M,200.1,160.0,1.251,SSD,,2.5,SATA 3.0 Gb/s,2023-12-17
Hitachi 7K1000.C,498.0,1000.0,0.498,7200,32.0,3.5,SATA 3.0 Gb/s,2023-12-17
Western Digital Caviar Green,99.95,750.0,0.133,5400,64.0,3.5,SATA 3.0 Gb/s,2023-12-17
Western Digital Scorpio Black,86.99,750.0,0.116,7200,16.0,2.5,SATA 3.0 Gb/s,2023-12-17
Seagate Momentus 7200.4,46.75,320.0,0.146,7200,16.0,2.5,SATA 3.0 Gb/s,2023-12-17
Seagate Momentus 7200.4,30.0,160.0,0.188,7200,16.0,2.5,SATA 3.0 Gb/s,2023-12-17
Seagate Momentus 5400.6,34.06,320.0,0.106,5400,8.0,2.5,SATA 3.0 Gb/s,2023-12-17
Hitachi Travelstar 5K500.B,69.0,250.0,0.276,5400,8.0,2.5,SATA 3.0 Gb/s,2023-12-17
Intel DC S3500,282.0,480.0,0.588,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital RE,45.0,250.0,0.18,7200,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Intel 530,175.0,180.0,0.972,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Lenovo 0A89478,142.6,3000.0,0.048,7200,32.0,3.5,SATA 6.0 Gb/s,2023-12-17
Samsung SM843TN,530.5,480.0,1.105,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Transcend MTS400,76.29,128.0,0.596,SSD,,M.2-2242,M.2 SATA,2023-12-17
Kingston SSDNow V310,300.0,960.0,0.312,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Crucial M500,380.77,480.0,0.793,SSD,,M.2-2280,M.2 SATA,2023-12-17
Intel DC S3710,214.45,200.0,1.072,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Transcend TS128GSSD370S,69.98,128.0,0.547,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
SanDisk Z400s,142.0,128.0,1.109,SSD,,M.2-2280,M.2 SATA,2023-12-17
Kingston SSDNow KC400,122.11,256.0,0.477,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Transcend TS960GSSD220S,94.63,960.0,0.099,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Red Pro,255.48,4000.0,0.064,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Kingston UV500B,739.0,1920.0,0.385,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel D3-S4520,97.45,480.0,0.203,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Transcend 830S,169.99,2000.0,0.085,SSD,,M.2-2280,M.2 SATA,2023-12-17
Western Digital Scorpio Blue,29.95,250.0,0.12,5400,8.0,2.5,SATA 3.0 Gb/s,2023-12-17
Silicon Power S60 3K P/E,67.92,120.0,0.566,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate ST6000NM0104,178.0,6000.0,0.03,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Toshiba PH3400U-1I72,165.0,4000.0,0.041,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Intel DC S3710,286.51,400.0,0.716,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel 535,149.0,120.0,1.242,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel 535,335.0,240.0,1.396,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel SSDSC2BB240G601,315.0,240.0,1.312,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel SSDSC2BB800G601,349.19,800.0,0.436,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
OCZ TRION 150,189.99,960.0,0.198,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Purple,222.75,8000.0,0.028,5400,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Kingston SSDNow G2,99.99,240.0,0.417,SSD,,M.2-2280,M.2 SATA,2023-12-17
Hitachi 0F10942,125.0,2000.0,0.062,7200,32.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate Enterprise Capacity,269.99,2000.0,0.135,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate SkyHawk AI,426.95,14000.0,0.03,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Toshiba S300,109.99,4000.0,0.027,5400,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Purple,54.77,500.0,0.11,5400,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Hitachi Ultrastar He10,325.0,8000.0,0.041,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Intel D3-S4610,115.0,480.0,0.24,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Hitachi Travelstar Z5K500,458.26,500.0,0.917,5400,,2.5,SATA 6.0 Gb/s,2023-12-17
Kingston DC450R,71.81,480.0,0.15,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
VisionTek PRO XPN,296.6,2000.0,0.148,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Centon MP Essential,29.97,240.0,0.125,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Toshiba MG08ADA400E,169.99,4000.0,0.042,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Hitachi Ultrastar He8,325.0,8000.0,0.041,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
V7 V7SSD480GBM2SU,40.99,480.0,0.085,SSD,,M.2-2280,M.2 SATA,2023-12-17
Intel D3-S4610,870.99,3800.0,0.229,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel D3-S4610,183.95,960.0,0.192,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Transcend 830S,25.24,128.0,0.197,SSD,,M.2-2280,M.2 SATA,2023-12-17
FanXiang S900,199.99,1000.0,0.2,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2023-12-17
Transcend MTS800,132.88,256.0,0.519,SSD,,M.2-2280,M.2 SATA,2023-12-17
Plextor M6M,527.77,512.0,1.031,SSD,,mSATA,mSATA,2023-12-17
VisionTek mSATA,101.99,480.0,0.212,SSD,,mSATA,mSATA,2023-12-17
Hitachi Ultrastar 7K3000,140.88,3000.0,0.047,7200,64.0,3.5,SAS 6.0 Gb/s,2023-12-17
Western Digital AV-GP,68.98,500.0,0.138,5400,8.0,3.5,SATA 3.0 Gb/s,2023-12-17
Seagate Barracuda XT,178.78,2000.0,0.089,7200,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Intel 320,253.5,120.0,2.112,SSD,,2.5,SATA 3.0 Gb/s,2023-12-17
Seagate Momentus XT,125.0,750.0,0.167,7200,32.0,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate Constellation ES.2,126.12,2000.0,0.063,7200,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Kingston KC300,239.99,480.0,0.5,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Hitachi 0F18335,153.66,6000.0,0.026,7200,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
PNY CS1211,53.55,480.0,0.112,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate Enterprise Performance,35.0,300.0,0.117,10000,128.0,2.5,SAS 12.0 Gb/s,2023-12-17
Intel D3-S4510,73.68,240.0,0.307,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Transcend MTE245S,109.99,1000.0,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Transcend 830S,29.65,256.0,0.116,SSD,,M.2-2280,M.2 SATA,2023-12-17
Western Digital RE3,60.73,750.0,0.081,7200,32.0,3.5,SATA 3.0 Gb/s,2023-12-17
Western Digital Scorpio Black,90.0,160.0,0.562,7200,16.0,2.5,SATA 3.0 Gb/s,2023-12-17
Toshiba S300 Pro,144.99,6000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Scorpio Blue,32.74,250.0,0.131,5400,8.0,2.5,SATA 3.0 Gb/s,2023-12-17
Western Digital AV-GP,25.99,320.0,0.081,5400,8.0,3.5,SATA 3.0 Gb/s,2023-12-17
Seagate BarraCuda,87.9,500.0,0.176,7200,16.0,3.5,SATA 3.0 Gb/s,2023-12-17
Samsung Spinpoint M7,65.0,320.0,0.203,5400,8.0,2.5,SATA 3.0 Gb/s,2023-12-17
Seagate Barracuda ES.2,85.0,750.0,0.113,7200,32.0,3.5,SATA 3.0 Gb/s,2023-12-17
Hitachi A7K2000,36.47,500.0,0.073,7200,32.0,3.5,SATA 3.0 Gb/s,2023-12-17
Hitachi Travelstar Z7K320,103.44,250.0,0.414,7200,16.0,2.5,SATA 3.0 Gb/s,2023-12-17
OCZ Agility 3,89.95,60.0,1.499,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate Momentus 5400.6,104.26,500.0,0.209,5400,8.0,2.5,SATA 3.0 Gb/s,2023-12-17
Samsung 830,921.69,512.0,1.8,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Toshiba MK7559GSXP,62.5,750.0,0.083,5400,8.0,2.5,SATA 3.0 Gb/s,2023-12-17
Western Digital AV-GP,29.87,320.0,0.093,5400,16.0,3.5,SATA 3.0 Gb/s,2023-12-17
Intel DC S3700,199.28,400.0,0.498,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate Constellation ES,99.0,500.0,0.198,7200,16.0,3.5,SAS 6.0 Gb/s,2023-12-17
Western Digital AV-GP,119.01,3000.0,0.04,5900,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Scorpio Blue,79.95,320.0,0.25,5400,8.0,2.5,SATA 3.0 Gb/s,2023-12-17
Seagate Enterprise Performance,231.99,1800.0,0.129,10000,256.0,3.5,SAS 12.0 Gb/s,2023-12-17
Seagate ST4000VX000,158.99,4000.0,0.04,5900,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Toshiba Q Series Pro,149.94,256.0,0.586,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
TEAMGROUP CX1,58.63,960.0,0.061,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate Exos 7E8,91.0,1000.0,0.091,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Toshiba XG6,89.99,512.0,0.176,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
VisionTek DLX3,33.99,256.0,0.133,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
VisionTek DLX3,86.59,1000.0,0.087,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Mushkin Vortex-LX,59.99,512.0,0.117,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Transcend 830S,45.01,512.0,0.088,SSD,,M.2-2280,M.2 SATA,2023-12-17
Corsair MP600 CORE MINI,199.99,2000.0,0.1,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2023-12-17
Toshiba N300,309.99,14000.0,0.022,7200,,3.5,SATA 6.0 Gb/s,2023-12-17
VisionTek DLX4,177.92,2000.0,0.089,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Seagate Exos X18,322.45,16000.0,0.02,7200,256.0,3.5,SAS 12.0 Gb/s,2023-12-17
Hitachi Travelstar,64.62,1000.0,0.065,7200,32.0,2.5,SATA 6.0 Gb/s,2023-12-17
Transcend 250H,345.59,4000.0,0.086,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Western Digital RE,128.36,6000.0,0.021,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate Enterprise Performance,176.08,600.0,0.293,15000,256.0,2.5,SAS 12.0 Gb/s,2023-12-17
Western Digital Red SA500,49.99,500.0,0.1,SSD,,M.2-2280,M.2 SATA,2023-12-17
Inland TN325,82.99,1000.0,0.083,SSD,,M.2-2242,M.2 PCIe 3.0 X4,2023-12-17
Intel 530,73.5,80.0,0.919,SSD,,M.2-2280,M.2 SATA,2023-12-17
Hitachi Ultrastar 7K6000,646.54,6000.0,0.108,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate Enterprise Capacity,208.99,1000.0,0.209,7200,128.0,2.5,SATA 6.0 Gb/s,2023-12-17
Intel D3-S4620,323.0,1920.0,0.168,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital AV-GP,49.0,1500.0,0.033,5400,32.0,3.5,SATA 3.0 Gb/s,2023-12-17
Western Digital RE,48.35,500.0,0.097,7200,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Samsung PM893,104.75,480.0,0.218,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Toshiba S300 Pro,159.0,6000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Toshiba S300 Pro,225.0,8000.0,0.028,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Caviar Green,229.0,3000.0,0.076,5400,64.0,3.5,SATA 3.0 Gb/s,2023-12-17
Intel 330,157.88,180.0,0.877,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Crucial M4,277.77,64.0,4.34,SSD,,mSATA,mSATA,2023-12-17
Western Digital Purple,326.0,14000.0,0.023,7200,512.0,3.5,SATA 6.0 Gb/s,2023-12-17
Pioneer APS-SE20G-256,60.78,256.0,0.237,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
PNY XLR8 CS2311,92.85,500.0,0.186,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel DC S4600,356.33,1900.0,0.188,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate Enterprise Capacity,153.99,4000.0,0.038,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Intel DC S4500,309.0,1900.0,0.163,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel D3-S4510,135.0,960.0,0.141,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Ultrastar,77.98,240.0,0.325,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
HP FX900,44.99,512.0,0.088,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Seagate IronWolf NAS,174.89,6000.0,0.029,5400,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Leven JM600,24.99,256.0,0.098,SSD,,M.2-2280,M.2 SATA,2023-12-17
Transcend SSD230S,136.9,2000.0,0.068,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
FanXiang S660,58.99,1000.0,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Western Digital VelociRaptor,99.99,150.0,0.667,10000,16.0,3.5,SATA 3.0 Gb/s,2023-12-17
Western Digital RE2-GP,58.28,1000.0,0.058,7200,16.0,3.5,SATA 3.0 Gb/s,2023-12-17
Hitachi 7K1000.C,95.33,250.0,0.381,7200,8.0,3.5,SATA 3.0 Gb/s,2023-12-17
Hitachi 7K1000.B,38.29,160.0,0.239,7200,8.0,3.5,SATA 3.0 Gb/s,2023-12-17
Hitachi E7K1000,70.0,500.0,0.14,7200,32.0,3.5,SATA 3.0 Gb/s,2023-12-17
Seagate ST500LT032,62.69,500.0,0.125,5400,16.0,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Caviar SE,91.92,320.0,0.287,7200,8.0,3.5,PATA 100,2023-12-17
Hitachi Travelstar 7K500,53.9,320.0,0.168,7200,16.0,2.5,SATA 3.0 Gb/s,2023-12-17
Seagate Momentus XT,174.05,500.0,0.348,7200,32.0,2.5,SATA 3.0 Gb/s,2023-12-17
Intel DC S3700,296.13,800.0,0.37,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel DC S3500,99.0,120.0,0.825,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Black,100.0,500.0,0.2,7200,16.0,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Black,67.0,320.0,0.209,7200,16.0,2.5,SATA 6.0 Gb/s,2023-12-17
OCZ Vector 150,380.0,240.0,1.583,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel DC S3500,199.0,800.0,0.249,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Hitachi Ultrastar He8,798.0,6000.0,0.133,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate ST1000NX0363,75.76,1000.0,0.076,7200,128.0,2.5,SAS 12.0 Gb/s,2023-12-17
Seagate Momentus 7200.4,25.0,160.0,0.156,7200,16.0,2.5,SATA 3.0 Gb/s,2023-12-17
Western Digital Gold,234.99,8000.0,0.029,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Intel 545s,185.9,512.0,0.363,SSD,,M.2-2280,M.2 SATA,2023-12-17
HP 2DP97AA#ABC,29.99,120.0,0.25,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate Momentu,52.49,500.0,0.105,7200,16.0,2.5,SATA 3.0 Gb/s,2023-12-17
Toshiba N300 Pro,159.99,6000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Samsung 850 Evo,249.0,500.0,0.498,SSD,,mSATA,mSATA,2023-12-17
Intel D3-S4510,66.65,240.0,0.278,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Toshiba X300,256.57,6000.0,0.043,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate FireCuda 510,68.98,250.0,0.276,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Toshiba N300,259.0,6000.0,0.043,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
HP S700 Pro,79.98,512.0,0.156,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
HP S700 Pro,134.33,1000.0,0.134,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital SN520,89.0,512.0,0.174,SSD,,M.2-2230,M.2 PCIe 3.0 X2,2023-12-17
Transcend 250H,119.99,1000.0,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
VisionTek DLX4,60.0,512.0,0.117,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Titanium Micro TH7175,81.99,1000.0,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
TEAMGROUP MP44S,77.98,1000.0,0.078,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2023-12-17
Seagate Constellation ES.3,50.83,3000.0,0.017,7200,128.0,3.5,SAS 6.0 Gb/s,2023-12-17
Verbatim Vi5000,154.21,2000.0,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Crucial M4,207.77,32.0,6.493,SSD,,mSATA,mSATA,2023-12-17
Seagate Exos 7E10 512e/4Kn,150.97,4000.0,0.038,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
ADATA SU800,69.98,1000.0,0.07,SSD,,M.2-2280,M.2 SATA,2023-12-17
Titanium Micro TH7175,134.99,2000.0,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Kingston DC500R,157.99,960.0,0.165,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Inland TN446,86.99,1000.0,0.087,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2023-12-17
KingSpec NX-2230,46.99,512.0,0.092,SSD,,M.2-2230,M.2 PCIe 3.0 X4,2023-12-17
Titanium Micro PD560,119.99,2000.0,0.06,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate Constellation.2,53.31,250.0,0.213,7200,64.0,2.5,SATA 6.0 Gb/s,2023-12-17
Intel Pro 6000p,104.19,128.0,0.814,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Mushkin Gamma,475.99,4000.0,0.119,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Toshiba MG08ADA600E,169.99,6000.0,0.028,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
KingSpec NX-2230,29.99,256.0,0.117,SSD,,M.2-2230,M.2 PCIe 3.0 X4,2023-12-17
Toshiba MG09 512e,299.99,16000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital AV-GP,106.72,3000.0,0.036,5400,64.0,3.5,SATA 3.0 Gb/s,2023-12-17
Western Digital AV-25,22.4,320.0,0.07,5400,16.0,2.5,SATA 3.0 Gb/s,2023-12-17
Seagate ST2000VN000,229.99,2000.0,0.115,5900,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Lenovo 5300,292.33,480.0,0.609,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate EXOS Enterprise,138.0,2000.0,0.069,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
SanDisk X600,235.0,1000.0,0.235,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate Enterprise Performance,299.99,2400.0,0.125,10000,256.0,2.5,SAS 12.0 Gb/s,2023-12-17
Kingston DC500R,128.29,480.0,0.267,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Toshiba S300 Pro,284.99,10000.0,0.028,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital SN530,149.94,1024.0,0.146,SSD,,M.2-2230,M.2 PCIe 3.0 X4,2023-12-17
Mushkin ELEMENT,29.99,128.0,0.234,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Caviar Green,45.57,500.0,0.091,5400,16.0,3.5,SATA 3.0 Gb/s,2023-12-17
Western Digital Scorpio Blue,55.0,750.0,0.073,5400,8.0,2.5,SATA 3.0 Gb/s,2023-12-17
Seagate Constellation ES,99.0,1000.0,0.099,7200,32.0,3.5,SATA 3.0 Gb/s,2023-12-17
Western Digital Caviar Blue,79.0,750.0,0.105,7200,32.0,3.5,SATA 6.0 Gb/s,2023-12-17
Intel X25-M,179.95,160.0,1.125,SSD,,2.5,SATA 3.0 Gb/s,2023-12-17
Intel 320,189.99,160.0,1.187,SSD,,2.5,SATA 3.0 Gb/s,2023-12-17
Toshiba MK6465GSX,39.0,640.0,0.061,5400,8.0,2.5,SATA 3.0 Gb/s,2023-12-17
Toshiba PH3300U-1I72,149.99,3000.0,0.05,7200,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate ST4000VM000,121.51,4000.0,0.03,5900,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Lenovo ThinkPad,99.0,500.0,0.198,7200,32.0,2.5,SATA 3.0 Gb/s,2023-12-17
Western Digital Purple,227.8,8000.0,0.028,5400,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Kingston SSDNow KC300,128.0,180.0,0.711,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
SanDisk EXTREME PRO,299.99,960.0,0.312,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Transcend SSD370,190.72,512.0,0.372,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital SE,102.73,1000.0,0.103,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital WDBH2D5000ENC-NRSN,35.0,500.0,0.07,7200,32.0,3.5,SATA 3.0 Gb/s,2023-12-17
Seagate Enterprise NAS,239.0,5000.0,0.048,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Intel DC S3710,688.0,1200.0,0.573,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel DC S3710,248.29,800.0,0.31,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
PNY CS1111,197.0,240.0,0.821,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Transcend TS256GSSD370S,121.27,256.0,0.474,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel 540s,209.0,480.0,0.435,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
SanDisk Z410,170.9,480.0,0.356,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel Pro 6000p,99.0,512.0,0.193,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Transcend SSD230S,32.9,256.0,0.129,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
