name,price,type,efficiency,wattage,modular,color,snapshot_date
Cooler Master XG650 Plus,99.99,ATX,platinum,650,Full,Black,2023-12-17
MSI MPG A750G PCIE5,130.61,ATX,gold,750,Full,Black,2023-12-17
PowerSpec PS 650BF,74.98,ATX,bronze,650,false,Black,2023-12-17
EVGA SuperNOVA 1600 G2,498.99,ATX,gold,1600,Full,,2023-12-17
SHARKOON SilentStorm Cool Zero 750,163.49,ATX,gold,750,Full,Black,2023-12-17
Corsair RM750e (2022),167.88,ATX,gold,750,Full,Black,2023-12-17
SeaSonic FOCUS SGX,181.83,SFX,gold,650,Full,Black,2023-12-17
EVGA SuperNOVA 850 P2,329.0,ATX,platinum,850,Full,,2023-12-17
Cooler Master MasterWatt,143.06,ATX,bronze,750,Semi,Black,2023-12-17
Cooler Master MasterWatt,157.08,ATX,bronze,650,Semi,,2023-12-17
Thermaltake Toughpower Grand RGB,144.98,ATX,gold,750,Full,,2023-12-17
Cougar VTE,56.99,ATX,bronze,600,false,Black,2023-12-17
Cooler Master MWE Gold V2 ATX3.0,199.99,ATX,gold,1250,Full,Black,2023-12-17
Azza ARGB,62.99,ATX,bronze,650,false,Black,2023-12-17
Asus ROG Strix,220.07,ATX,gold,650,Full,Black / Red,2023-12-17
GAMDIAS KRATOS P1 G,84.99,ATX,gold,750,false,Black,2023-12-17
EVGA SuperNOVA 650 GA,175.1,ATX,gold,650,Full,Black,2023-12-17
ADATA XPG PYLON,192.0,ATX,bronze,550,false,Black,2023-12-17
SeaSonic FOCUS SGX (2021),169.99,SFX,gold,750,Full,Black,2023-12-17
Super Flower LEADEX VII XG,218.68,ATX,gold,1000,Full,Black,2023-12-17
Deepcool PX-G,149.99,ATX,gold,1200,Full,Black,2023-12-17
Thermaltake Toughpower Grand RGB,227.99,ATX,gold,850,Full,,2023-12-17
SeaSonic G12 GM,146.0,ATX,gold,850,Semi,Black / Blue,2023-12-17
EVGA SuperNOVA 1200 P3,399.99,ATX,platinum,1200,Full,Black / Silver,2023-12-17
EVGA SuperNOVA 1300 P+,290.0,ATX,platinum,1300,Full,Black,2023-12-17
Razer Katana Chroma,389.99,ATX,platinum,1200,Full,Black,2023-12-17
SHARKOON SilentStorm,154.69,SFX,gold,500,Full,Black,2023-12-17
EVGA SuperNOVA 1000G XC,164.99,ATX,gold,1000,Full,Black,2023-12-17
Xilence XP600R6,109.91,ATX,,600,false,Black / Red,2023-12-17
Thermaltake Toughpower GX1,91.82,ATX,gold,600,Semi,Black,2023-12-17
Cooler Master XG750 Plus,154.99,ATX,platinum,750,Full,Black,2023-12-17
Corsair HX750i,429.99,ATX,platinum,750,Full,,2023-12-17
GAMDIAS KRATOS E1,121.0,ATX,plus,600,false,Black,2023-12-17
Deepcool DQ-M-V2L,216.17,ATX,gold,850,Full,Black / Green,2023-12-17
Corsair GS800,299.99,ATX,bronze,800,false,,2023-12-17
Silverstone Strider Platinum S,212.99,ATX,platinum,1000,Full,Black,2023-12-17
be quiet! Straight Power 11 1000W,275.58,ATX,gold,1000,Full,,2023-12-17
Silverstone HELA 850R,223.04,ATX,platinum,850,Full,Black / Silver,2023-12-17
SeaSonic PRIME 1300 Gold,281.99,ATX,gold,1300,Full,Black,2023-12-17
CoolMax V-400,34.47,ATX,,400,false,,2023-12-17
Silverstone SX650-G,139.99,SFX,gold,650,Full,,2023-12-17
Silverstone Strider Platinum S,269.99,ATX,platinum,1200,Full,Black,2023-12-17
Corsair CS750M,216.99,ATX,gold,750,Semi,,2023-12-17
SeaSonic PRIME Ultra Platinum 1000,314.5,ATX,platinum,1000,Full,Black,2023-12-17
Antec NeoECO Gold,486.0,ATX,gold,750,Full,,2023-12-17
Silverstone Strider Platinum,150.0,ATX,platinum,850,Full,,2023-12-17
SHARKOON SilentStorm Cool Zero 850,180.0,ATX,gold,850,Full,Black,2023-12-17
SeaSonic PRIME,294.0,ATX,gold,1000,Full,Black,2023-12-17
EVGA 700 BQ,94.9,ATX,bronze,700,Semi,Black,2023-12-17
Thermaltake TR2 S,129.44,ATX,plus,600,false,Black,2023-12-17
In Win IP-S200DF1-0,52.02,TFX,,200,false,,2023-12-17
Deepcool PM650D,97.99,ATX,gold,650,false,Black,2023-12-17
Antec High Current Gamer Gold,161.41,ATX,gold,750,Full,Black,2023-12-17
SeaSonic Prime Fanless PX-450,267.0,ATX,platinum,450,Full,Black,2023-12-17
Corsair TX650,285.0,ATX,plus,650,false,,2023-12-17
SeaSonic PRIME PX,189.98,ATX,platinum,750,Full,Black / Silver,2023-12-17
SeaSonic PRIME PX,375.12,ATX,platinum,1000,Full,Black / Silver,2023-12-17
be quiet! Dark Power 12,291.89,ATX,titanium,750,Full,Black,2023-12-17
Thermaltake Toughpower SFX 600W Gold,131.12,SFX,gold,600,Full,Black,2023-12-17
EVGA SuperNOVA 650 P2,196.77,ATX,platinum,650,Full,,2023-12-17
Asus ROG Strix Aura Edition,191.78,ATX,gold,850,Full,Black,2023-12-17
Enermax Revolution D.F. X,129.99,ATX,gold,1050,Full,Black,2023-12-17
NZXT E850,149.99,ATX,gold,850,Full,Black,2023-12-17
Thermaltake Toughpower SFX,149.99,SFX,gold,850,Full,Black,2023-12-17
EVGA SuperNOVA 1000 G3,399.99,ATX,gold,1000,Full,,2023-12-17
be quiet! Straight Power 11 550W,109.9,ATX,gold,550,Full,,2023-12-17
Antec NE850G M ATX3.0,129.99,ATX,gold,850,Full,Black,2023-12-17
EVGA SuperNOVA 750 P2,299.99,ATX,platinum,750,Full,,2023-12-17
Super Flower Leadex III ARGB,159.99,ATX,gold,650,Full,White,2023-12-17
Corsair SF450,228.0,SFX,gold,450,Full,,2023-12-17
Super Flower Leadex VI Platinum PRO,189.99,ATX,platinum,1000,Full,Black / Blue,2023-12-17
SeaSonic FOCUS,197.27,ATX,platinum,750,Full,Black,2023-12-17
Super Flower Leadex III ARGB,179.99,ATX,gold,850,Full,White,2023-12-17
"FSP Group Hydro PTM X PRO,Gen5",186.52,ATX,platinum,850,Full,Black,2023-12-17
FSP Group FSP400-60FGGBA,109.99,Flex ATX,gold,400,false,,2023-12-17
ADATA XPG Core Reactor II,114.99,ATX,gold,850,Full,Black,2023-12-17
SeaSonic FOCUS Gold,107.99,ATX,gold,550,Semi,,2023-12-17
Super Flower Leadex III ARGB,169.99,ATX,gold,750,Full,White,2023-12-17
be quiet! Straight Power 12,299.9,ATX,platinum,1500,Full,Black,2023-12-17
Gigabyte UD850GM PG5 (rev. 2.0),121.99,ATX,gold,850,Full,Black,2023-12-17
Thermaltake Toughpower SFX,169.99,SFX,gold,1000,Full,Black,2023-12-17
Silverstone SX1000R-PL,287.08,SFX,platinum,1000,Full,Black / White,2023-12-17
Corsair RM550x (2018),216.0,ATX,gold,550,Full,Black / Silver,2023-12-17
EVGA 1000 GQ,345.0,ATX,gold,1000,Semi,,2023-12-17
EVGA SuperNOVA 850 P6,236.19,ATX,platinum,850,Full,Black / Silver,2023-12-17
EVGA SuperNOVA 650 G6,120.07,ATX,gold,650,Full,Black,2023-12-17
Super Flower Legion GX Pro,118.68,ATX,gold,750,Semi,Black,2023-12-17
SeaSonic PRIME,189.99,ATX,gold,850,Full,Black,2023-12-17
Montech TITAN GOLD 850W,172.99,ATX,gold,850,Full,Black,2023-12-17
Cougar POLAR,249.9,ATX,platinum,1200,Full,White,2023-12-17
FSP Group Hydro GE,89.99,ATX,gold,550,Full,,2023-12-17
FSP Group Hydro PTM PRO,149.99,ATX,platinum,750,Full,Black,2023-12-17
Super Flower LEADEX VII XG,188.68,ATX,gold,850,Full,Black,2023-12-17
NOX Hummer,86.27,ATX,bronze,650,Semi,,2023-12-17
SeaSonic PRIME TX-750,354.82,ATX,titanium,750,Full,Black,2023-12-17
EVGA SuperNOVA 550 GA,170.0,ATX,gold,550,Full,Black,2023-12-17
Antec Signature,310.14,ATX,titanium,1000,Full,Black / Silver,2023-12-17
Corsair CS650M,269.0,ATX,gold,650,Semi,,2023-12-17
Thermaltake Smart RGB 230V,72.56,ATX,plus,600,false,Black,2023-12-17
SeaSonic PRIME PX,375.0,ATX,platinum,1600,Full,Black / Silver,2023-12-17
Super Flower Leadex Platinum SE,258.68,ATX,platinum,1000,Full,White,2023-12-17
Thermaltake Thermaltake TP-750M,116.99,ATX,gold,750,Semi,,2023-12-17
Thermaltake Toughpower TF1 - TT Premium,499.99,ATX,titanium,1550,Full,Black,2023-12-17
Sparkle FSP350-60GNV,69.99,SFX,,350,false,,2023-12-17
Corsair RM750e (2023),89.99,ATX,gold,750,Full,Black,2024-01-20
Antec Earthwatts,124.98,ATX,bronze,500,false,,2024-01-20
SeaSonic Prime Fanless PX-500,291.0,ATX,platinum,500,Full,Black,2024-01-20
EVGA 1000 GQ,390.0,ATX,gold,1000,Semi,,2024-01-20
Super Flower Leadex Titanium,169.99,ATX,titanium,850,Full,Black,2024-01-20
Asus ROG Strix Aura Edition,164.99,ATX,gold,750,Full,Black,2024-01-20
SeaSonic PRIME 1300 Gold,281.99,ATX,gold,1300,Full,Black,2024-01-20
Silverstone SFX,158.38,SFX,platinum,700,Full,,2024-01-20
Cougar POLAR,265.58,ATX,platinum,1200,Full,White,2024-01-20
NZXT E850,152.07,ATX,gold,850,Full,Black,2024-01-20
Silverstone Essential,74.98,ATX,gold,550,false,Black / Yellow,2024-01-20
SeaSonic VERTEX PX-850,238.98,ATX,platinum,850,Full,Black / Silver,2024-01-20
EVGA SuperNOVA 550 GA,183.37,ATX,gold,550,Full,Black,2024-01-20
Corsair GS800,299.99,ATX,bronze,800,false,,2024-01-20
ADATA XPG Core Reactor II,104.99,ATX,gold,750,Full,Black,2024-01-20
"FSP Group Hydro PTM PRO,Gen5",267.99,ATX,platinum,1200,Full,Black,2024-01-20
Antec High Current Gamer Gold,171.66,ATX,gold,750,Full,Black,2024-01-20
Corsair TX650,255.0,ATX,plus,650,false,,2024-01-20
Cooler Master Elite 400 V3,63.49,ATX,plus,400,false,Black,2024-01-20
Silverstone Essential,59.99,ATX,bronze,550,false,Black,2024-01-20
Corsair RM650,223.29,ATX,gold,650,Full,,2024-01-20
EVGA SuperNOVA 750 P2,236.78,ATX,platinum,750,Full,,2024-01-20
ADATA XPG FUSION 1600,569.99,ATX,titanium,1600,Full,Black / Silver,2024-01-20
SHARKOON SilentStorm Cool Zero 750,162.09,ATX,gold,750,Full,Black,2024-01-20
Cooler Master V850 Gold i,158.06,ATX,gold,850,Full,Black / Gold,2024-01-20
Enermax REVOLUTION D.F. 2,149.99,ATX,gold,1200,Full,Black,2024-01-20
Thermaltake Toughpower SFX,159.99,SFX,gold,750,Full,Black,2024-01-20
Asus Prime AP-850G,139.99,ATX,gold,850,Full,White / Black,2024-01-20
NOX Hummer,83.71,ATX,bronze,650,Semi,,2024-01-20
be quiet! Pure Power 11 FM 650,107.89,ATX,gold,650,Full,Black,2024-01-20
Corsair CS650M,189.0,ATX,gold,650,Semi,,2024-01-20
Gigabyte UD1300GM PG5,150.88,ATX,gold,1300,Full,Black,2024-01-20
SeaSonic PRIME TX-750,353.32,ATX,titanium,750,Full,Black,2024-01-20
Deepcool DQ-M-V2L,196.67,ATX,gold,850,Full,Black / Green,2024-01-20
Corsair CX550F,159.99,ATX,bronze,550,Full,Black,2024-01-20
EVGA SuperNOVA 650 G1,223.49,ATX,gold,650,Full,,2024-01-20
SHARKOON SilentStorm Cool Zero 650,149.69,ATX,gold,650,Full,Black,2024-01-20
Fractal Design Ion Gold,118.77,ATX,gold,550,Full,Black,2024-01-20
be quiet! Straight Power 11 550W,109.9,ATX,gold,550,Full,,2024-01-20
Silverstone Strider Titanium,357.99,ATX,titanium,1300,Full,Black / Blue,2024-01-20
SeaSonic PRIME PX,377.5,ATX,platinum,1000,Full,Black / Silver,2024-01-20
be quiet! Straight Power 11 1000W,243.29,ATX,gold,1000,Full,,2024-01-20
Enermax Platimax D.F.,134.98,ATX,platinum,1050,Full,Black,2024-01-20
Enermax Revolution D.F.,109.99,ATX,gold,750,Full,Black / Silver,2024-01-20
Thermaltake Smart Pro RGB,199.99,ATX,bronze,750,Full,,2024-01-20
EVGA 700 BQ,159.99,ATX,bronze,700,Semi,Black,2024-01-20
MSI MPG A750G PCIE5,125.21,ATX,gold,750,Full,Black,2024-01-20
SeaSonic PRIME,198.98,ATX,gold,850,Full,Black,2024-01-20
Corsair CS750M,216.99,ATX,gold,750,Semi,,2024-01-20
EVGA SuperNOVA 850 G+,289.99,ATX,gold,850,Full,,2024-01-20
Silverstone Strider Platinum S,269.99,ATX,platinum,1200,Full,Black,2024-01-20
Silverstone Essential,86.63,ATX,gold,750,Semi,Black / Blue,2024-01-20
Deepcool PM650D,90.2,ATX,gold,650,false,Black,2024-01-20
Silverstone Strider Platinum S,212.99,ATX,platinum,1000,Full,Black,2024-01-20
G.Skill MB750G,89.99,ATX,gold,750,Full,Black,2024-01-20
SeaSonic PRIME,304.0,ATX,gold,1000,Full,Black,2024-01-20
Gigabyte UD1000GM PG5,184.76,ATX,gold,1000,Full,Black,2024-01-20
Cougar GEX,111.99,ATX,gold,850,Full,Black,2024-01-20
Enermax Revolution D.F. X,149.99,ATX,gold,1050,Full,Black,2024-01-20
Super Flower Leadex III ARGB,159.99,ATX,gold,650,Full,White,2024-01-20
Corsair HX750,273.99,ATX,gold,750,Semi,,2024-01-20
Antec NeoECO Gold,146.27,ATX,gold,750,Full,,2024-01-20
EVGA SuperNOVA 1200 P3,498.62,ATX,platinum,1200,Full,Black / Silver,2024-01-20
GAMDIAS KRATOS E1,124.0,ATX,plus,600,false,Black,2024-01-20
Antec NE1000G M White ATX 3.0,179.99,ATX,gold,1000,Full,White,2024-01-20
EVGA SuperNOVA 650 G6,109.99,ATX,gold,650,Full,Black,2024-01-20
Montech CENTURY G5,125.0,ATX,gold,850,Full,Black,2024-01-20
FSP Group Hydro GE,89.99,ATX,gold,650,Full,,2024-01-20
Thermaltake Toughpower GX1,91.82,ATX,gold,600,Semi,Black,2024-01-20
be quiet! Dark Power 12,289.14,ATX,titanium,750,Full,Black,2024-01-20
Cooler Master V650,129.99,ATX,gold,650,Full,,2024-01-20
SeaSonic PRIME Platinum,266.99,ATX,platinum,1000,Full,,2024-01-20
SHARKOON SilentStorm,116.48,SFX,gold,500,Full,Black,2024-01-20
In Win IP-S200DF1-0,52.02,TFX,,200,false,,2024-01-20
Cooler Master XG750 Plus,154.99,ATX,platinum,750,Full,Black,2024-01-20
Silverstone SX-G,134.59,SFX,gold,700,Full,Black,2024-01-20
Antec NE1000G M ATX3.0,159.99,ATX,gold,1000,Full,Black,2024-01-20
NZXT C (2019),104.99,ATX,gold,650,Full,Black,2024-01-20
Thermaltake Thermaltake TP-750M,97.44,ATX,gold,750,Semi,,2024-01-20
Silverstone SX1000R-PL,269.99,SFX,platinum,1000,Full,Black / White,2024-01-20
Thermaltake Toughpower TF1 - TT Premium,499.99,ATX,titanium,1550,Full,Black,2024-01-20
SeaSonic G12 GM,119.59,ATX,gold,550,Semi,Black / Blue,2024-01-20
Razer Katana Chroma,389.99,ATX,platinum,1200,Full,Black,2024-01-20
Montech TITAN GOLD 1200W,169.99,ATX,gold,1200,Full,Black,2024-01-20
Super Flower LEADEX VII XG,189.99,ATX,gold,1300,Full,Black,2024-01-20
Fractal Design Ion Gold,219.65,ATX,gold,850,Full,Black,2024-01-20
SeaSonic G12 GM,135.77,ATX,gold,650,Semi,Black / Blue,2024-01-20
Xilence XP600R6,89.0,ATX,,600,false,Black / Red,2024-01-20
SeaSonic PRIME Fanless,299.99,ATX,titanium,700,Full,Black,2024-01-20
be quiet! SFX Power 3 300,116.13,SFX,bronze,300,false,Black,2024-01-20
SeaSonic FOCUS Gold,109.99,ATX,gold,550,Semi,,2024-01-20
PowerSpec GFM,89.99,ATX,gold,750,Full,Black,2024-01-20
Silverstone SX700-PT,141.84,SFX,platinum,700,Full,Black,2024-01-20
Corsair RM750e (2022),164.98,ATX,gold,750,Full,Black,2024-01-20
Super Flower LEADEX VII XG,174.99,ATX,gold,1000,Full,Black,2024-01-20
Thermaltake Smart RGB 230V,72.23,ATX,plus,600,false,Black,2024-01-20
Gigabyte UD850GM PG5 (rev. 2.0),125.98,ATX,gold,850,Full,Black,2024-01-20
Corsair RM850 (2019),190.0,ATX,gold,850,Full,Black,2024-01-20
Cooler Master MasterWatt,137.28,ATX,bronze,750,Semi,Black,2024-01-20
ADATA XPG Core Reactor II,120.18,ATX,gold,850,Full,Black,2024-01-20
Asus TUF Gaming B,85.84,ATX,bronze,550,false,Black,2024-01-20
Thermaltake Toughpower SFX,149.99,SFX,gold,850,Full,Black,2024-01-20
Cooler Master MWE Gold V2 ATX3.0,242.02,ATX,gold,1250,Full,Black,2024-01-20
Azza ARGB,62.99,ATX,bronze,650,false,Black,2024-01-20
Corsair CX750 (2017),94.99,ATX,bronze,750,false,,2024-01-20
Vetroo GV1000,129.99,ATX,gold,1000,Full,Black,2024-01-20
Gigabyte AORUS P1200W,332.55,ATX,platinum,1200,Full,Black,2024-01-20
EVGA SuperNOVA 850 P6,236.1,ATX,platinum,850,Full,Black / Silver,2024-01-20
SeaSonic FOCUS SGX,181.83,SFX,gold,650,Full,Black,2024-01-20
SeaSonic PRIME PX-1600 ATX 3.0,500.36,ATX,platinum,1600,Full,Black / Silver,2024-01-20
SeaSonic G12 GM,132.52,ATX,gold,850,Semi,Black / Blue,2024-01-20
Thermaltake Toughpower GF2 ARGB,142.99,ATX,gold,750,Full,Black,2024-01-20
Cooler Master MWE Gold V2 ATX3.0,237.28,ATX,gold,1050,Full,Black,2024-01-20
Thermaltake TR2 S,99.26,ATX,plus,600,false,Black,2024-01-20
GAMDIAS KRATOS P1 G,84.99,ATX,gold,750,false,Black,2024-01-20
EVGA SuperNOVA 750 G6,131.77,ATX,gold,750,Full,Black,2024-01-20
be quiet! Straight Power 12,249.9,ATX,platinum,1500,Full,Black,2024-01-20
Corsair HX1200i,499.0,ATX,platinum,1200,Full,,2024-01-20
CoolMax ZX-500,39.99,ATX,plus,500,false,,2024-01-20
Corsair RM850x White,379.99,ATX,gold,850,Full,White / Black,2024-01-20
EVGA SuperNOVA 650 GA,136.99,ATX,gold,650,Full,Black,2024-01-20
Corsair RM650x,203.4,ATX,gold,650,Full,,2024-01-20
Xilence XP500R6,92.2,ATX,,500,false,Black / Red,2024-01-20
Corsair RM850e (2022),188.02,ATX,gold,850,Full,Black,2024-01-20
Silverstone SST-TX300,74.98,TFX,bronze,300,false,Black,2024-01-20
EVGA SuperNOVA 1600 G2,497.0,ATX,gold,1600,Full,,2024-01-20
CoolMax V-400,35.44,ATX,,400,false,,2024-01-20
Thermaltake TR2 S,119.33,ATX,plus,700,false,Black,2024-01-20
Gigabyte AORUS P GM,219.03,ATX,gold,750,Full,Black / Silver,2024-01-20
SeaSonic VERTEX GX-850,194.99,ATX,gold,850,Full,Black / Silver,2024-01-20
Deepcool PX-G,159.99,ATX,gold,1200,Full,Black,2024-01-20
EVGA SuperNOVA 750 GA,199.99,ATX,gold,750,Full,Black,2024-01-20
FSP Group FSP400-60FGGBA,109.99,Flex ATX,gold,400,false,,2024-01-20
Antec CSK,107.05,ATX,bronze,750,Semi,Black / Yellow,2024-01-20
EVGA SuperNOVA 650 P6,129.99,ATX,platinum,650,Full,Black / Silver,2024-01-20
Super Flower Leadex III Gold,125.99,ATX,gold,650,Full,Black,2024-01-20
Sparkle FSP350-60GNV,69.99,SFX,,350,false,,2024-01-20
Silverstone HELA 850R,220.01,ATX,platinum,850,Full,Black / Silver,2024-01-20
SeaSonic FOCUS,195.09,ATX,platinum,750,Full,Black,2024-01-20
Silverstone TX500-G,145.91,TFX,gold,500,false,Black,2024-01-20
Antec Signature,263.23,ATX,titanium,1000,Full,Black / Silver,2024-01-20
Super Flower Leadex III Gold,125.99,ATX,gold,550,Full,Black,2024-01-20
GameMax RGB,268.99,ATX,platinum,1300,Full,Black,2024-01-20
Asus ROG Strix Aura Edition,178.5,ATX,gold,850,Full,Black,2024-01-20
Thermaltake Toughpower GF1 Snow - TT Premium,136.99,ATX,gold,850,Full,White,2024-01-20
Super Flower Leadex III ARGB,169.99,ATX,gold,750,Full,White,2024-01-20
Thermaltake Toughpower Grand RGB,144.98,ATX,gold,750,Full,,2024-01-20
Corsair HX1000i (2022),300.0,ATX,platinum,1000,Full,Black,2024-01-20
FSP Group Hydro G Pro,217.85,ATX,gold,1000,Full,Black,2024-01-20
SeaSonic Prime Fanless PX-450,267.0,ATX,platinum,450,Full,Black,2024-01-20
GAMDIAS KRATOS M1 B,79.98,ATX,bronze,750,false,Black,2024-01-20
Super Flower LEADEX VII XG,144.99,ATX,gold,850,Full,Black,2024-01-20
SeaSonic FOCUS SPX (2021),197.98,SFX,platinum,750,Full,Black,2024-01-20
EVGA SuperNOVA 650 G7,104.99,ATX,gold,650,Full,Black / Blue,2024-01-20
Thermaltake Toughpower SFX 600W Gold,123.97,SFX,gold,600,Full,Black,2024-01-20
Phanteks Revolt SFX,122.98,SFX,gold,750,Full,Black,2024-01-20
Corsair HX850i,396.0,ATX,platinum,850,Full,,2024-01-20
EVGA SuperNOVA 850 G6,164.99,ATX,gold,850,Full,Black,2024-01-20
EVGA SuperNOVA 1300 G+,289.98,ATX,gold,1300,Full,Black,2024-01-20
Super Flower Leadex Platinum,124.99,ATX,platinum,850,Full,Black,2024-01-20
Antec NE850G M ATX3.0,129.99,ATX,gold,850,Full,Black,2024-01-20
Corsair RM1000e (2022),242.98,ATX,gold,1000,Full,Black,2024-01-20
Montech TITAN GOLD 850W,119.99,ATX,gold,850,Full,Black,2024-01-20
Montech CENTURY G5,94.0,ATX,gold,750,Full,Black,2024-01-20
Silverstone TX300,81.59,TFX,bronze,300,false,Black,2024-01-20
Fractal Design Anode Bronze,140.38,ATX,bronze,550,Semi,Black,2024-01-20
Thermaltake TOUGHPOWER PF1 ARGB,299.99,ATX,platinum,850,Full,,2024-01-20
ENDORFY Vero L5,85.86,ATX,bronze,500,false,Black,2024-01-20
Apex SL-275TFX,45.95,TFX,,275,false,,2024-01-20
Enermax Platimax,299.99,ATX,platinum,1350,Full,Black,2024-01-20
Sparkle ATX-350PN-B204,57.99,ATX,,350,false,,2024-01-20
Super Flower Leadex V Platinum Pro,310.62,ATX,platinum,1000,Full,White,2024-01-20
ADATA XPG Core Reactor II,204.99,ATX,gold,1200,Full,Black,2024-01-20
FSP Group Hydro PTM PRO,119.99,ATX,platinum,650,Full,Black,2024-01-20
Corsair VS400,369.0,ATX,plus,400,false,,2024-01-20
RAIJINTEK CRATOS,96.9,ATX,gold,850,Full,Black,2024-01-20
PC Power & Cooling Silencer,177.9,ATX,platinum,1050,Full,,2024-01-20
Thermaltake Toughpower PF1 - TT Premium Edition,300.69,ATX,platinum,1050,Full,Black,2024-01-20
Corsair AX650,250.0,ATX,gold,650,Full,,2024-01-20
FSP Group Hydro PTM PRO,179.99,ATX,platinum,850,Full,Black,2024-01-20
SeaSonic VERTEX PX-750,219.99,ATX,platinum,750,Full,Black / Silver,2024-01-20
Cougar COUGAR-GX1050,164.99,ATX,gold,1050,Semi,,2024-01-20
In Win P65,124.0,ATX,gold,650,Full,Black,2024-01-20
Silverstone Strider,399.99,ATX,silver,1500,false,,2024-01-20
Thermaltake Toughpower GF2 ARGB,307.99,ATX,gold,850,Full,Black,2024-01-20
Silverstone NJ700,310.26,ATX,titanium,700,Full,Silver,2024-01-20
Super Flower Legion GX Pro,140.62,ATX,gold,850,Semi,Black,2024-01-20
SeaSonic VERTEX GX-750,169.99,ATX,gold,750,Full,Black / Silver,2024-01-20
SeaSonic SS-300TFX Bronze,62.9,TFX,bronze,300,false,,2024-01-20
Super Flower Leadex Platinum,350.59,ATX,platinum,1600,Full,Black,2024-01-20
Silverstone Strider Platinum,129.99,ATX,platinum,650,Full,,2024-01-20
Thermaltake Toughpower GF2 ARGB,125.95,ATX,gold,650,Full,Black,2024-01-20
Antec Earthwatts Green,108.11,ATX,plus,500,false,,2024-01-20
Antec Signature Platinum,220.54,ATX,platinum,1000,Full,Black,2024-01-20
SeaSonic SSP-300TBS,77.63,TFX,bronze,300,false,Silver,2024-01-20
Silverstone Strider Platinum,142.49,ATX,platinum,750,Full,,2024-01-20
Cougar VTE X2,67.98,ATX,plus,600,false,Black,2024-01-20
Silverstone ST85F-GS-V2,127.6,ATX,gold,850,Full,,2024-01-20
Chieftec ATMOS,162.09,ATX,gold,750,Full,Black,2024-01-20
Thermaltake Toughpower iRGB PLUS 750,219.99,ATX,gold,750,Full,Black,2024-01-20
Athena Power Apollo,49.99,SFX,,300,false,,2024-01-20
Enermax MAXREVO SLI,149.94,ATX,gold,1350,Full,Black / Gold,2024-01-20
Chieftec ATMOS,192.11,ATX,gold,850,Full,Black,2024-01-20
In Win P130II,240.47,ATX,platinum,1300,Full,Black,2024-01-20
SeaSonic PRIME Ultra Gold 750,169.99,ATX,gold,750,Full,Black,2024-01-20
Antec True Power,252.83,ATX,bronze,850,Full,,2024-01-20
Antec Earthwatts Green,104.64,ATX,bronze,430,false,,2024-01-20
EVGA SuperNOVA 850 GA,350.0,ATX,gold,850,Full,,2024-01-20
Antec Basiq,88.07,ATX,,350,false,,2024-01-20
SeaSonic SS-400ET Bronze,91.33,ATX,bronze,400,false,,2024-01-20
Rosewill Green,80.0,ATX,plus,430,false,,2024-01-20
BitFenix BFG GOLD ATX3.0,109.9,ATX,gold,850,Full,Black,2024-01-20
In Win P105II,192.05,ATX,platinum,1050,Full,Black,2024-01-20
Athena Power AP-MFATX50P8,178.99,Flex ATX,silver,500,false,,2024-01-20
SeaSonic SS-850HT Silver,169.0,ATX,silver,850,false,,2024-01-20
Sparkle ATX-300PA,188.09,ATX,,300,false,,2024-01-20
Super Flower Leadex V Pro,210.62,ATX,gold,850,Full,Black,2024-01-20
Apex AL-A400ATX,88.02,ATX,,400,false,,2024-01-20
In Win IP-S300FF1-0,82.39,TFX,plus,300,false,,2024-01-20
FSP Group FSP300-60LG-5K,153.74,Flex ATX,bronze,300,false,,2024-01-20
SeaSonic Platinum,134.69,ATX,bronze,600,false,,2024-01-20
SeaSonic SS-600ES,101.99,ATX,bronze,600,false,Gray,2024-01-20
Super Flower Leadex III ARGB Pro,189.0,ATX,gold,750,Full,Black,2024-01-20
Thermaltake Toughpower iRGB PLUS 850,284.0,ATX,gold,850,Full,Black,2024-01-20
Rosewill VALENS-600,140.0,ATX,gold,600,false,,2024-01-20
SeaSonic PRIME Ultra Gold 850,198.98,ATX,gold,850,Full,Black,2024-01-20
EVGA SuperNOVA 750 PQ,218.49,ATX,platinum,750,Semi,Black,2024-01-20
Thermaltake Toughpower PF3-L,179.99,ATX,platinum,850,Full,Black,2024-01-20
Kingwin ABT-1050MM,94.98,ATX,,1050,false,,2024-01-20
Super Flower Leadex VI Platinum PRO,179.99,ATX,platinum,850,Full,Black / Blue,2024-01-20
FSP Group FSP500-50FSPT,198.99,Flex ATX,platinum,500,false,,2024-01-20
SeaSonic SS-300ES Bronze,104.44,ATX,bronze,300,false,,2024-01-20
Rosewill Green,170.0,ATX,plus,530,false,,2024-01-20
Super Flower Leadex Gold,299.99,ATX,gold,1300,Full,,2024-01-20
Fractal Design Anode Bronze,149.36,ATX,bronze,750,Semi,Black,2024-01-20
SeaSonic PRIME Ultra Platinum 850,359.99,ATX,platinum,850,Full,Black,2024-01-20
Athena Power AP-MFATX40P8,117.4,Flex ATX,bronze,400,false,,2024-01-20
