name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,snapshot_date,microarchitecture
Intel Core i9-12900F,428.98,16,2.4,5.1,65,,True,2023-09-12,
Intel Core i7-4790K,200.0,4,4.0,4.4,88,Intel HD Graphics 4600,True,2023-09-12,
Intel Core i3-10105,114.12,4,3.7,4.4,65,Intel UHD Graphics 630,True,2023-09-12,
Intel Core i9-10900X,610.0,10,3.7,4.7,165,,True,2023-09-12,
AMD Ryzen 7 1800X,295.0,8,3.6,4.0,95,,True,2023-09-12,
Intel Core i3-6100,100.0,2,3.7,,51,Intel HD Graphics 530,True,2023-09-12,
Intel Core i9-9980XE,2004.51,18,3.0,4.4,165,,True,2023-09-12,
Intel Core 2 Duo E8400,27.55,2,3.0,,65,,False,2023-09-12,
AMD Ryzen 5 1500X,124.95,4,3.5,3.7,65,,True,2023-09-12,
AMD Threadripper 1920X,270.0,12,3.5,4.0,180,,True,2023-09-12,
Intel Core i3-4150,48.0,2,3.5,,54,Intel HD Graphics 4400,True,2023-09-12,
Intel Pentium Gold G6400,51.99,2,4.0,,58,Intel UHD Graphics 610,True,2023-09-12,
AMD Athlon 3000G (14nm),139.65,2,3.5,,35,Radeon Vega 3,True,2023-09-12,
AMD Ryzen 5 1400,110.0,4,3.2,3.4,65,,True,2023-09-12,
Intel Core i5-12600,257.99,6,3.3,4.8,65,Intel UHD Graphics 770,True,2023-09-12,
Intel Core i5-4570,118.74,4,3.2,,84,Intel HD Graphics 4600,False,2023-09-12,
Intel Core i7-9700KF,310.0,8,3.6,4.9,95,,False,2023-09-12,
Intel Core i9-9900KS,1989.0,8,4.0,5.0,127,Intel UHD Graphics 630,True,2023-09-12,
AMD FX-8370,234.98,8,4.0,4.3,125,,False,2023-09-12,
Intel Core i3-7100,105.0,2,3.9,,51,Intel HD Graphics 630,True,2023-09-12,
AMD FX-8320,102.0,8,3.5,,125,,False,2023-09-12,
AMD Threadripper 1950X,962.32,16,3.4,4.0,180,,True,2023-09-12,
Intel Core i3-2100,49.0,2,3.1,,65,Intel HD Graphics 2000,True,2023-09-12,
Intel Core i5-9500,230.74,6,3.0,4.4,65,Intel UHD Graphics 630,False,2023-09-12,
Intel Core i5-8400,299.88,6,2.8,4.0,65,Intel UHD Graphics 630,False,2023-09-12,
Intel Core i9-9900,575.0,8,3.1,5.0,65,Intel UHD Graphics 630,True,2023-09-12,
Intel Core i9-11900,350.0,8,2.5,5.2,65,Intel UHD Graphics 750,True,2023-09-12,
Intel Core i5-4440S,55.0,4,2.8,3.3,65,Intel HD Graphics 4600,False,2023-09-12,
Intel Core i5-11500,218.99,6,2.7,4.6,65,Intel UHD Graphics 750,True,2023-09-12,
Intel Core i7-7820X,351.86,8,3.6,4.5,140,,True,2023-09-12,
Intel Celeron G4930,39.0,2,3.2,,54,Intel UHD Graphics 610,False,2023-09-12,
Intel Core i3-4130,50.12,2,3.4,,54,Intel HD Graphics 4400,True,2023-09-12,
AMD Athlon 200GE,132.25,2,3.2,,35,Radeon Vega 3,True,2023-09-12,
AMD FX-9590,302.58,8,4.7,5.0,220,,False,2023-09-12,
Intel Core i7-7800X,499.99,6,3.5,4.0,140,,True,2023-09-12,
Intel Core i7-6850K,132.0,6,3.6,3.8,140,,True,2023-09-12,
AMD Threadripper 1900X,239.46,8,3.8,4.0,180,,True,2023-09-12,
Intel Core i5-4440,100.0,4,3.1,3.3,84,Intel HD Graphics 4600,False,2023-09-12,
Intel Core i3-7300T,125.36,2,3.5,,35,Intel HD Graphics 630,True,2023-09-12,
AMD Threadripper 2950X,449.95,16,3.5,4.4,180,,True,2023-09-12,
Intel Core i3-9100,148.0,4,3.6,4.2,65,Intel UHD Graphics 630,False,2023-09-12,
Intel Core i7-8086K,398.67,6,4.0,5.0,95,Intel UHD Graphics 630,True,2023-09-12,
Intel Core i9-10900F,309.99,10,2.8,5.2,65,,True,2023-09-12,
Intel Core i7-8700,349.95,6,3.2,4.6,65,Intel UHD Graphics 630,True,2023-09-12,
Intel Celeron G440,30.0,1,1.6,,35,Intel HD Graphics,False,2023-09-12,
Intel Core i5-7600,125.0,4,3.5,4.1,65,Intel HD Graphics 630,False,2023-09-12,
AMD Athlon II X2 240,29.48,2,2.8,,65,,False,2023-09-12,
Intel Core i9-7900X,416.0,10,3.3,4.5,140,,True,2023-09-12,
Intel Core i9-9900K (Standard Folding Box),545.0,8,3.6,5.0,95,Intel UHD Graphics 630,True,2023-09-12,
Intel Core i9-10900,321.99,10,2.8,5.2,65,Intel UHD Graphics 630,True,2023-09-12,
Intel Core i9-9900K,909.99,8,3.6,5.0,95,Intel UHD Graphics 630,True,2023-09-12,
Intel Core i7-2700K,94.0,4,3.5,,95,Intel HD Graphics 3000,True,2023-09-12,
Intel Xeon E5-2640 V3,38.2,8,2.6,3.4,90,,True,2023-09-12,
Intel Core i3-10300,251.99,4,3.7,4.4,65,Intel UHD Graphics 630,True,2023-09-12,
Intel Core i9-13900KS,724.0,24,3.0,6.0,150,Intel UHD Graphics 770,True,2023-10-21,
Intel Core i9-12900K,379.63,16,3.2,5.2,125,Intel UHD Graphics 770,True,2023-10-21,
Intel Core i5-10400F,108.49,6,2.9,4.3,65,,True,2023-10-21,
AMD Ryzen 9 7900X,407.11,12,4.7,5.6,170,Radeon,True,2023-10-21,
Intel Core i5-12600KF,196.24,10,3.7,4.9,125,,True,2023-10-21,
Intel Core i5-13400F,199.99,10,2.5,4.6,65,,True,2023-10-21,
AMD Ryzen 7 5700G,175.0,8,3.8,4.6,65,Radeon Vega 8,True,2023-10-21,
AMD Ryzen 7 7700,295.0,8,3.6,5.3,65,Radeon,True,2023-10-21,
AMD Ryzen 5 4500,79.0,6,3.6,4.1,65,,True,2023-10-21,
AMD Ryzen 9 7950X,551.51,16,4.5,5.7,170,Radeon,True,2023-10-21,
AMD Threadripper 3990X,4155.0,64,2.9,4.3,280,,True,2023-10-21,
Intel Core i7-13700KF,379.99,16,3.4,5.4,125,,True,2023-10-21,
AMD Ryzen 7 3700X,219.0,8,3.6,4.4,65,,True,2023-10-21,
AMD Ryzen 9 5900X,343.99,12,3.7,4.8,105,,True,2023-10-21,
Intel Core i9-13900KF,536.14,24,3.0,5.8,125,,True,2023-10-21,
Intel Core i7-12700KF,281.89,12,3.6,5.0,125,,True,2023-10-21,
Intel Core i5-13600KF,279.99,14,3.5,5.1,125,,True,2023-10-21,
AMD Ryzen 5 3600,84.99,6,3.6,4.2,65,,True,2023-10-21,
AMD Ryzen 5 5600G,124.0,6,3.9,4.4,65,Radeon Vega 7,True,2023-10-21,
AMD Ryzen 5 5600X,159.99,6,3.7,4.6,65,,True,2023-10-21,
AMD Ryzen 7 7800X3D,369.99,8,4.2,5.0,120,Radeon,True,2023-10-21,
AMD Ryzen 7 5800X,210.49,8,3.8,4.7,105,,True,2023-10-21,
Intel Core i9-13900K,569.99,24,3.0,5.8,125,Intel UHD Graphics 770,True,2023-10-21,
AMD Ryzen 5 7600X,244.0,6,4.7,5.3,105,Radeon,True,2023-10-21,
AMD Ryzen 5 7600,226.99,6,3.8,5.1,65,Radeon,True,2023-10-21,
Intel Core i5-12400F,149.97,6,2.5,4.4,65,,True,2023-10-21,
AMD Ryzen 5 5600,134.0,6,3.5,4.4,65,,True,2023-10-21,
Intel Core i5-13600K,308.98,14,3.5,5.1,125,Intel UHD Graphics 770,True,2023-10-21,
AMD Ryzen 7 7700X,310.0,8,4.5,5.4,105,Radeon,True,2023-10-21,
Intel Core i5-12600K,218.24,10,3.7,4.9,125,Intel UHD Graphics 770,True,2023-10-21,
AMD Ryzen 7 5700X,174.99,8,3.4,4.6,65,,True,2023-10-21,
AMD Ryzen 9 7950X3D,657.0,16,4.2,5.7,120,Radeon,True,2023-10-21,
AMD Ryzen 7 5800X3D,304.38,8,3.4,4.5,105,,True,2023-10-21,
Intel Core i7-12700K,289.93,12,3.6,5.0,125,Intel UHD Graphics 770,True,2023-10-21,
Intel Core i3-12100F,94.48,4,3.3,4.3,58,,True,2023-10-21,
Intel Core i7-13700K,364.99,16,3.4,5.4,125,Intel UHD Graphics 770,True,2023-10-21,
AMD Ryzen 5 4600G,99.0,6,3.7,4.2,65,Radeon Vega 7,True,2023-10-21,
Intel Xeon E5-2620,139.94,6,2.0,,95,,True,2023-10-21,
Intel Celeron E3500,14.99,2,2.7,,65,,False,2023-10-21,
Intel Core i5-9500,188.0,6,3.0,4.4,65,Intel UHD Graphics 630,False,2023-10-21,
Intel Core i9-11900F,289.89,8,2.5,5.2,65,,True,2023-10-21,
Intel Core i7-7700T,489.95,4,2.9,3.8,35,Intel HD Graphics 630,True,2023-10-21,
AMD Athlon 200GE,132.24,2,3.2,,35,Radeon Vega 3,True,2023-10-21,
Intel Core i5-8400,298.95,6,2.8,4.0,65,Intel UHD Graphics 630,False,2023-10-21,
AMD Ryzen 3 1200 (12nm),91.08,4,3.1,3.4,65,,False,2023-10-21,
Intel Core i5-11500,218.99,6,2.7,4.6,65,Intel UHD Graphics 750,True,2023-10-21,
Intel Core i7-7800X,499.99,6,3.5,4.0,140,,True,2023-10-21,
Intel Core i3-2100,49.0,2,3.1,,65,Intel HD Graphics 2000,True,2023-10-21,
Intel Core i5-8600,185.86,6,3.1,4.3,65,Intel UHD Graphics 630,False,2023-10-21,
Intel Core i9-11900,324.99,8,2.5,5.2,65,Intel UHD Graphics 750,True,2023-10-21,
Intel Core i7-7820X,351.86,8,3.6,4.5,140,,True,2023-10-21,
Intel Core i3-2120,125.0,2,3.3,,65,Intel HD Graphics 2000,True,2023-10-21,
Intel Core i7-7700,344.0,4,3.6,4.2,65,Intel HD Graphics 630,True,2023-10-21,
Intel Core i7-6950X,600.0,10,3.0,3.5,140,,True,2023-10-21,
Intel Core i9-9900K (Standard Folding Box),480.0,8,3.6,5.0,95,Intel UHD Graphics 630,True,2023-10-21,
Intel Core 2 Quad Q9550,52.55,4,2.83,,95,,False,2023-10-21,
Intel Core i9-7920X,554.41,12,2.9,4.4,140,,True,2023-10-21,
AMD FX-8300,120.0,8,3.3,,95,,False,2023-10-21,
Intel Pentium G4400,43.99,2,3.3,,54,Intel HD Graphics 510,False,2023-10-21,
Intel Core i9-10920X,779.99,12,3.5,4.8,165,,True,2023-10-21,
Intel Core i7-6700,263.57,4,3.4,4.0,65,Intel HD Graphics 530,True,2023-10-21,
Intel Core i9-7960X,338.07,16,2.8,4.4,165,,True,2023-10-21,
AMD Threadripper 2970WX,1150.0,24,3.0,4.2,250,,True,2023-10-21,
Intel Xeon E5-2680 V4,1975.0,14,2.4,3.3,120,,True,2023-10-21,
AMD Ryzen 5 2400G,195.45,4,3.6,3.9,65,Radeon Vega 11,True,2023-10-21,
AMD FX-8370,234.98,8,4.0,4.3,125,,False,2023-10-21,
Intel Pentium Gold G5400,73.0,2,3.7,,58,Intel UHD Graphics 610,True,2023-10-21,
Intel Core i7-4930K,148.0,6,3.4,3.9,130,,True,2023-10-21,
Intel Core i7-14700KF,393.0,20,3.4,5.6,125,,True,2023-10-21,
AMD FX-9590,302.58,8,4.7,5.0,220,,False,2023-10-21,
AMD FX-6350,100.0,6,3.9,,125,,False,2023-10-21,
Intel Core i5-4440,100.0,4,3.1,3.3,84,Intel HD Graphics 4600,False,2023-10-21,
Intel Core i9-10900,317.0,10,2.8,5.2,65,Intel UHD Graphics 630,True,2023-10-21,
AMD Threadripper 1920X,270.0,12,3.5,4.0,180,,True,2023-10-21,
AMD FX-8320,125.0,8,3.5,,125,,False,2023-10-21,
Intel Core i7-6900K,160.0,8,3.2,3.7,140,,True,2023-10-21,
Intel Core i7-8700K,375.04,6,3.7,4.7,95,Intel UHD Graphics 630,True,2023-10-21,
AMD Athlon II X2 240,29.48,2,2.8,,65,,False,2023-10-21,
Intel Core i9-12900,451.0,16,2.4,5.1,65,Intel UHD Graphics 770,True,2023-10-21,
AMD Threadripper 2950X,1074.97,16,3.5,4.4,180,,True,2023-10-21,
Intel Pentium Gold G6400,63.9,2,4.0,,58,Intel UHD Graphics 610,True,2023-10-21,
Intel Xeon E5-2640 V3,38.04,8,2.6,3.4,90,,True,2023-10-21,
Intel Core i9-12900F,429.99,16,2.4,5.1,65,,True,2023-10-21,
Intel Core i7-2600K,115.0,4,3.4,,95,Intel HD Graphics 3000,True,2023-10-21,
Intel Core i9-10900F,307.48,10,2.8,5.2,65,,True,2023-10-21,
Intel Core i5-10500,238.99,6,3.1,4.5,65,Intel UHD Graphics 630,True,2023-10-21,
AMD Threadripper 2990WX,2500.0,32,3.0,4.2,250,,True,2023-10-21,
Intel Core i5-4670K,158.9,4,3.4,,84,Intel HD Graphics 4600,False,2023-10-21,
AMD Threadripper 2920X,199.95,12,3.5,4.3,180,,True,2023-10-21,
Intel Core i3-9100,148.0,4,3.6,4.2,65,Intel UHD Graphics 630,False,2023-10-21,
Intel Core i7-8086K,523.91,6,4.0,5.0,95,Intel UHD Graphics 630,True,2023-10-21,
Intel Core i9-9900,350.0,8,3.1,5.0,65,Intel UHD Graphics 630,True,2023-10-21,
Intel Core i7-2700K,94.0,4,3.5,,95,Intel HD Graphics 3000,True,2023-10-21,
Intel Core i7-8700,345.74,6,3.2,4.6,65,Intel UHD Graphics 630,True,2023-10-21,
Intel Celeron G4900,40.0,2,3.1,,65,Intel UHD Graphics 610,False,2023-10-21,
AMD Athlon X4 845,50.0,4,3.5,3.8,65,,False,2023-10-21,
Intel Core i3-4130,43.0,2,3.4,,54,Intel HD Graphics 4400,True,2023-10-21,
Intel Core i9-7900X,416.0,10,3.3,4.5,140,,True,2023-10-21,
AMD Threadripper 1950X,935.56,16,3.4,4.0,180,,True,2023-10-21,
Intel Core i7-6850K,130.0,6,3.6,3.8,140,,True,2023-10-21,
Intel Xeon E5-2690 V4,186.1,14,2.6,3.5,135,,True,2023-10-21,
Intel Core i3-7100,85.72,2,3.9,,51,Intel HD Graphics 630,True,2023-10-21,
Intel Core i9-9900K,909.99,8,3.6,5.0,95,Intel UHD Graphics 630,True,2023-10-21,
Intel Core i5-7600,125.0,4,3.5,4.1,65,Intel HD Graphics 630,False,2023-10-21,
Intel Celeron G440,30.0,1,1.6,,35,Intel HD Graphics,False,2023-10-21,
Intel Core i5-4670,146.3,4,3.4,,84,Intel HD Graphics 4600,False,2023-10-21,
Intel Celeron G3900,39.95,2,2.8,,51,Intel HD Graphics 510,False,2023-10-21,
Intel Core i3-8100,124.01,4,3.6,,65,Intel UHD Graphics 630,False,2023-10-21,
Intel Core i7-4770S,230.61,4,3.1,,65,Intel HD Graphics 4600,True,2023-10-21,
Intel Xeon E5-2660 V4,206.63,14,2.0,3.2,105,,True,2023-10-21,
Intel Core i3-530,45.0,2,2.93,,73,Intel HD Graphics,True,2023-10-21,
Intel Core i3-10305,109.99,4,3.8,4.5,65,Intel UHD Graphics 630,True,2023-10-21,
AMD Opteron 6344,81.67,12,2.6,3.2,115,,False,2023-10-21,
Intel Pentium G640,30.0,2,2.8,,65,Intel HD Graphics,False,2023-10-21,
Intel Core 2 Quad Q6600,104.97,4,2.4,,100,,False,2023-10-21,
Intel Core i9-9980XE,1073.0,18,3.0,4.4,165,,True,2023-10-21,
AMD A10-7850K,139.84,4,3.7,4.0,95,Radeon R7 (on-die),False,2023-10-21,
Intel Core i5-11600,220.0,6,2.8,4.8,65,Intel UHD Graphics 750,True,2023-10-21,
Intel Core i7-870,100.0,4,2.93,,95,,True,2023-10-21,
Intel Celeron E3400,18.98,2,2.6,,65,,False,2023-10-21,
Intel Core i5-7640X,146.0,4,4.0,4.2,112,,False,2023-10-21,
Intel Core 2 Quad Q9300,98.95,4,2.5,,95,,False,2023-10-21,
AMD Athlon II X4 640,57.01,4,3.0,,95,,False,2023-10-21,
Intel Pentium Gold G6405,88.19,2,4.1,,58,Intel UHD Graphics 610,True,2023-10-21,
Intel Xeon E5-1650 V3,138.51,6,3.5,3.8,140,,True,2023-10-21,
AMD FX-4350,122.96,4,4.2,,125,,False,2023-10-21,
Intel Core i7-980X Extreme Edition,153.64,6,3.33,,130,,True,2023-10-21,
Intel Xeon E5-2630 V3,169.95,8,2.4,3.2,85,,True,2023-10-21,
Intel Xeon E5-2630,37.49,6,2.3,,95,,True,2023-10-21,
AMD FX-8350,202.57,8,4.0,,125,,False,2023-10-21,
AMD FX-9370,229.97,8,4.4,4.7,220,,False,2023-10-21,
Intel Xeon E5-1620 V3,66.5,4,3.5,3.6,140,,True,2023-10-21,
Intel Core i7-7800X,289.95,6,3.5,4.0,140,,True,2023-10-21,
Intel Pentium Gold G5400,99.0,2,3.7,,58,Intel UHD Graphics 610,True,2023-10-21,
Intel Core i3-6300,90.03,2,3.8,,51,Intel HD Graphics 530,True,2023-10-21,
Intel Core i7-860,339.0,4,2.8,,95,,True,2023-10-21,
Intel Xeon E5-1660 V3,398.95,8,3.0,3.5,140,,True,2023-10-21,
Intel Core i5-9600,210.0,6,3.1,4.6,65,Intel UHD Graphics 630,False,2023-10-21,
Intel Core i7-10700K Avengers Collector's Edition,269.0,8,3.8,5.1,125,Intel UHD Graphics 630,True,2023-10-21,
Intel Core i7-5775C,240.0,4,3.3,3.7,65,Iris Pro Graphics 6200,True,2023-10-21,
AMD A10-9700,120.0,4,3.5,3.8,65,Radeon R7 (on-die),False,2023-10-21,
Intel Pentium G4600,54.59,2,3.6,,51,Intel HD Graphics 630,True,2023-10-21,
Intel Xeon E5-2680,62.54,8,2.7,3.5,130,,True,2023-10-21,
Intel Core i7-7740X,385.0,4,4.3,4.5,112,,True,2023-10-21,
AMD FX-6100,72.8,6,3.3,,95,,False,2023-10-21,
Intel Celeron G4900T,59.95,2,1.8,,35,Intel UHD Graphics 610,False,2023-10-21,
AMD 5350,120.0,4,2.05,,25,Radeon HD 8400,False,2023-10-21,
AMD A4-6300,46.79,2,3.7,3.9,65,Radeon HD 8370D,False,2023-10-21,
Intel Core i7-4820K,120.04,4,3.7,3.9,130,,True,2023-10-21,
Intel Core i5-4440S,123.85,4,2.8,3.3,65,Intel HD Graphics 4600,False,2023-10-21,
Intel Core i3-10300,109.99,4,3.7,4.4,65,Intel UHD Graphics 630,True,2023-10-21,
Intel Core i9-7980XE,1186.0,18,2.6,4.4,165,,True,2023-10-21,
Intel Core i7-920,90.0,4,2.66,,130,,True,2023-10-21,
Intel Core i3-8350K,185.0,4,4.0,,91,Intel UHD Graphics 630,False,2023-10-21,
Intel Core i5-10600,302.66,6,3.3,4.8,65,Intel UHD Graphics 630,True,2023-10-21,
Intel Pentium E5700,19.98,2,3.0,,65,,False,2023-10-21,
Intel Celeron G5905,46.8,2,3.5,,58,Intel UHD Graphics 610,False,2023-10-21,
AMD FX-6120,58.53,6,3.5,4.1,95,,False,2023-10-21,
Intel Core i7-6800K,140.0,6,3.4,3.6,140,,True,2023-10-21,
Intel Core i7-3930K,291.98,6,3.2,,130,,True,2023-10-21,
Intel Celeron 420,49.95,1,1.6,,35,,False,2023-10-21,
Intel Core i7-9700,335.33,8,3.0,4.7,65,Intel HD Graphics 630,False,2023-10-21,
Intel Xeon E5-1630 V4,499.95,4,3.7,4.0,140,,True,2023-10-21,
Intel Xeon E5-2683 V4,1969.95,16,2.1,3.0,120,,True,2023-10-21,
Intel Core i5-6402P,97.0,4,2.8,3.4,65,Intel HD Graphics 510,False,2023-10-21,
AMD A8-6600K,92.86,4,3.9,,100,Radeon HD 8570D,False,2023-10-21,
AMD A6-6400K,75.0,2,3.9,,65,Radeon HD 8470D,False,2023-10-21,
Intel Core i7-6950X,439.0,10,3.0,3.5,140,,True,2023-10-21,
Intel Core i7-9800X,399.95,8,3.8,4.5,165,,True,2023-10-21,
Intel Core i5-2400S,70.0,4,2.5,,65,Intel HD Graphics 2000,False,2023-10-21,
Intel Core i9-10940X,873.79,14,3.3,4.8,165,,True,2023-10-21,
Intel Xeon E5-2650,52.27,8,2.0,2.8,95,,True,2023-10-21,
AMD Phenom II X6 1090T Black,249.98,6,3.2,,125,,False,2023-10-21,
Intel Core i7-9700F,375.86,8,3.0,4.7,65,,False,2023-10-21,
Intel Pentium E2220,19.98,2,2.4,,65,,False,2023-10-21,
Intel Core i7-4960X Extreme Edition,1000.0,6,3.6,4.0,130,,True,2023-10-21,
Intel Core i5-3450,245.33,4,3.1,,77,Intel HD Graphics 2500,False,2023-10-21,
Intel Xeon E5-2650 V4,79.0,12,2.2,2.9,105,,True,2023-10-21,
Intel Celeron G5925,36.97,2,3.6,,58,Intel UHD Graphics 610,False,2023-10-21,
Intel Core i9-10900K,361.4,10,3.7,5.3,125,Intel UHD Graphics 630,True,2023-10-21,
AMD Ryzen 5 2600X,210.0,6,3.6,4.2,95,,True,2023-10-21,
Intel Core i5-10400,129.54,6,2.9,4.3,65,Intel UHD Graphics 630,True,2023-10-21,
Intel Core i3-10105F,79.67,4,3.7,4.4,65,,True,2023-10-21,
Intel Core i5-11600K,219.99,6,3.9,4.9,125,Intel UHD Graphics 750,True,2023-10-21,
Intel Core i9-10850K,285.73,10,3.6,5.2,125,Intel UHD Graphics 630,True,2023-10-21,
AMD Ryzen 5 3400G,139.99,4,3.7,4.2,65,Radeon Vega 11,True,2023-10-21,
AMD Ryzen 3 3100,166.38,4,3.6,3.9,65,,True,2023-10-21,
Intel Core i5-8400,160.0,6,2.8,4.0,65,Intel UHD Graphics 630,False,2023-10-21,
Intel Core i7-11700F,211.67,8,2.5,4.9,65,,True,2023-10-21,
Intel Core i7-10700F,218.5,8,2.9,4.8,65,,True,2023-10-21,
AMD Ryzen 9 3950X,525.0,16,3.5,4.7,105,,True,2023-10-21,
Intel Core i7-8700,270.0,6,3.2,4.6,65,Intel UHD Graphics 630,True,2023-10-21,
Intel Core i7-4770,75.0,4,3.4,3.9,84,Intel HD Graphics 4600,True,2023-10-21,
Intel Core i9-14900KF,574.0,24,3.2,6.0,125,,True,2023-10-21,
Intel Core i7-7700,197.43,4,3.6,4.2,65,Intel HD Graphics 630,True,2023-10-21,
Intel Core i5-6600K,140.0,4,3.5,3.9,91,Intel HD Graphics 530,False,2023-10-21,
Intel Core i9-11900KF,270.0,8,3.5,5.3,125,,True,2023-10-21,
Intel Core i3-4330,21.0,2,3.5,,54,Intel HD Graphics 4600,True,2023-10-21,
Intel Core i7-10700KF,238.21,8,3.8,5.1,125,,True,2023-10-21,
Intel Core i9-9900KF,314.99,8,3.6,5.0,95,,True,2023-10-21,
AMD Ryzen 7 2700,185.19,8,3.2,4.1,65,,True,2023-10-21,
Intel Core i5-14600KF,304.0,14,3.5,5.3,125,,True,2023-10-21,
Intel Core i5-10600K,162.99,6,4.1,4.8,125,Intel UHD Graphics 630,True,2023-10-21,
Intel Core i7-6700,210.0,4,3.4,4.0,65,Intel HD Graphics 530,True,2023-10-21,
Intel Core i5-6500,116.47,4,3.2,3.6,65,Intel HD Graphics 530,False,2023-10-21,
AMD Ryzen 5 3600,174.08,6,3.6,4.2,65,,True,2023-10-21,
AMD Ryzen 5 1600 (14nm),155.0,6,3.2,3.6,65,,True,2023-10-21,
Intel Core i7-12700,304.0,12,2.1,4.9,65,Intel UHD Graphics 770,True,2023-10-21,
Intel Core i9-12900KS,477.99,16,3.4,5.5,150,Intel UHD Graphics 770,True,2023-10-21,
Intel Core i9-13900,567.99,24,2.0,5.6,65,Intel UHD Graphics 770,True,2023-10-21,
Intel Core i5-11400,158.98,6,2.6,4.4,65,Intel UHD Graphics 730,True,2023-10-21,
AMD Ryzen 5 3600,129.99,6,3.6,4.2,65,,True,2023-10-21,
Intel Core i7-13700,366.99,16,2.1,5.2,65,Intel UHD Graphics 770,True,2023-10-21,
Intel Core i5-9600K,219.14,6,3.7,4.6,95,Intel UHD Graphics 630,False,2023-10-21,
AMD Ryzen 9 7900X3D,499.0,12,4.4,5.6,120,Radeon,True,2023-10-21,
AMD Ryzen 9 5950X,471.5,16,3.4,4.9,105,,True,2023-10-21,
AMD Ryzen 3 4100,64.2,4,3.8,4.0,65,,True,2023-10-21,
Intel Core i5-12400,167.0,6,2.5,4.4,65,Intel UHD Graphics 730,True,2023-10-21,
Intel Core i7-9700K,275.13,8,3.6,4.9,95,Intel UHD Graphics 630,False,2023-10-21,
Intel Core i3-10100F,75.75,4,3.6,4.3,65,,True,2023-10-21,
Intel Core i5-13400,207.99,10,2.5,4.6,65,Intel UHD Graphics 730,True,2023-10-21,
AMD Ryzen 5 2600,165.0,6,3.4,3.9,65,,True,2023-10-21,
Intel Core i9-14900K,598.0,24,3.2,6.0,125,Intel UHD Graphics 770,True,2023-10-21,
AMD Ryzen 3 3200G,83.49,4,3.6,4.0,65,Radeon Vega 8,False,2023-10-21,
AMD Ryzen 9 7900,409.0,12,3.6,5.4,65,Radeon,True,2023-10-21,
Intel Core i7-13700F,359.99,16,2.1,5.2,65,,True,2023-10-21,
Intel Core i5-11400F,128.38,6,2.6,4.4,65,,True,2023-10-21,
Intel Core i7-8700K,222.0,6,3.7,4.7,95,Intel UHD Graphics 630,True,2023-10-21,
Intel Core i9-9900K,485.0,8,3.6,5.0,95,Intel UHD Graphics 630,True,2023-10-21,
AMD Ryzen 9 3900X,365.0,12,3.8,4.6,105,,True,2023-10-21,
Intel Core i7-14700K,418.0,20,3.4,5.6,125,Intel UHD Graphics 770,True,2023-10-21,
Intel Core i9-11900K,295.0,8,3.5,5.3,125,Intel UHD Graphics 750,True,2023-10-21,
AMD Threadripper 3970X,2201.44,32,3.7,4.5,280,,True,2023-10-21,
AMD Ryzen 7 3800X,285.0,8,3.9,4.5,105,,True,2023-10-21,
Intel Core i9-12900KF,369.99,16,3.2,5.2,125,,True,2023-10-21,
Intel Core i7-12700F,289.98,12,2.1,4.9,65,,True,2023-10-21,
Intel Core i7-6700K,220.61,4,4.0,4.2,91,Intel HD Graphics 530,True,2023-10-21,
Intel Core i3-13100,134.99,4,3.4,4.5,60,Intel UHD Graphics 730,True,2023-10-21,
Intel Core i7-11700K,283.02,8,3.6,5.0,125,Intel UHD Graphics 750,True,2023-10-21,
Intel Celeron E1400,14.0,2,2.0,,65,,False,2023-10-21,
Intel Core i7-7700K,280.0,4,4.2,4.5,91,Intel HD Graphics 630,True,2023-10-21,
Intel Core i3-12100,118.99,4,3.3,4.3,60,Intel UHD Graphics 730,True,2023-10-21,
Intel Core i7-10700K,295.99,8,3.8,5.1,125,Intel UHD Graphics 630,True,2023-10-21,
AMD Ryzen 5 3600X,210.0,6,3.8,4.4,95,,True,2023-10-21,
AMD Ryzen 7 2700X,220.0,8,3.7,4.3,105,,True,2023-10-21,
Intel Core i5-9400F,135.0,6,2.9,4.1,65,,False,2023-10-21,
Intel Core i5-14600K,328.0,14,3.5,5.3,125,Intel UHD Graphics 770,True,2023-10-21,
Intel Core i7-3770,120.0,4,3.4,,77,Intel HD Graphics 4000,True,2023-10-21,
AMD Threadripper 3960X,1450.0,24,3.8,4.5,280,,True,2023-10-21,
Intel Core i5-3470,156.68,4,3.2,,77,Intel HD Graphics 2500,False,2023-10-21,
AMD Ryzen 5 3600XT,365.95,6,3.8,4.5,95,,True,2023-10-21,
AMD Ryzen 3 3300X,189.99,4,3.8,4.3,65,,True,2023-10-21,
Intel Core i5-12600,220.82,6,3.3,4.8,65,Intel UHD Graphics 770,True,2023-10-21,
Intel Core i5-9400,179.91,6,2.9,4.1,65,Intel UHD Graphics 630,False,2023-10-21,
Intel Core i5-11600KF,205.0,6,3.9,4.9,125,,True,2023-10-21,
Intel Pentium Gold G7400,80.99,2,3.7,,46,Intel UHD Graphics 710,True,2023-10-21,
AMD Ryzen 3 1200 (14nm),91.08,4,3.1,3.4,65,,False,2023-10-21,
Intel Core i9-10980XE,1220.0,18,3.0,4.8,165,,True,2023-10-21,
AMD Threadripper 1900X,99.99,8,3.8,4.0,180,,True,2023-10-21,
AMD Ryzen 7 3800XT,399.0,8,3.9,4.7,105,,True,2023-10-21,
