name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,snapshot_date,microarchitecture
Intel Core i5-7400T,133.85,4,2.4,3.0,35,Intel HD Graphics 630,False,2023-12-17,
Intel Core i7-6800K,335.03,6,3.4,3.6,140,,True,2023-12-17,
Intel Core i9-9900X,1029.95,10,3.5,4.4,165,,True,2023-12-17,
Intel Core i5-4690,147.91,4,3.5,3.9,84,Intel HD Graphics 4600,False,2023-12-17,
Intel Xeon E5-2630 V4,409.0,10,2.2,3.1,85,,True,2023-12-17,
Intel Core i5-4570T,128.8,2,2.9,,35,Intel HD Graphics 4600,True,2023-12-17,
Intel Core i5-4440S,123.85,4,2.8,3.3,65,Intel HD Graphics 4600,False,2023-12-17,
Intel Core i5-4670S,534.0,4,3.1,3.8,65,Intel HD Graphics 4600,False,2023-12-17,
Intel Xeon E3-1241 V3,298.0,4,3.5,3.9,80,,True,2023-12-17,
Intel Core 2 Duo E6400,35.0,2,2.13,,65,,False,2023-12-17,
Intel Core i3-7100T,79.98,2,3.4,,35,Intel HD Graphics 630,True,2023-12-17,
Intel Pentium Gold G5400T,98.95,2,3.1,,35,Intel UHD Graphics 610,True,2023-12-17,
AMD A10-7870K,281.82,4,3.9,4.1,95,Radeon R7 (on-die),False,2023-12-17,
Intel Xeon E5-2620,32.02,6,2.0,,95,,True,2023-12-17,
AMD Ryzen 7 5800X3D,317.79,8,3.4,4.5,105,,True,2023-12-17,
AMD Ryzen 7 7800X3D,394.0,8,4.2,5.0,120,Radeon,True,2024-01-20,
Intel Core i7-860,189.95,4,2.8,,95,,True,2024-01-20,
Intel Core i5-4570T,79.0,2,2.9,,35,Intel HD Graphics 4600,True,2024-01-20,
Intel Xeon E5-1650 V2,238.02,6,3.5,3.9,130,,True,2024-01-20,
Intel Xeon E5-1660 V2,189.95,6,3.7,4.0,130,,True,2024-01-20,
Intel Core i5-7400T,133.85,4,2.4,3.0,35,Intel HD Graphics 630,False,2024-01-20,
Intel Core i3-3250,70.0,2,3.5,,55,Intel HD Graphics 2500,True,2024-01-20,
AMD A10-6700,112.76,4,3.7,,65,Radeon HD 8670D,False,2024-01-20,
Intel Core i5-4690K,160.65,4,3.5,3.9,88,Intel HD Graphics 4600,False,2024-01-20,
Intel Xeon E3-1225 V2,199.99,4,3.2,,77,Intel HD Graphics P4000,False,2024-01-20,
Intel Xeon E-2124,180.0,4,3.3,4.3,71,,False,2024-01-20,
Intel Core i5-6600T,194.98,4,2.7,3.5,35,Intel HD Graphics 530,False,2024-01-20,
Intel Core i3-6100,98.95,2,3.7,,51,Intel HD Graphics 530,True,2024-01-20,
AMD A10-7870K,324.6,4,3.9,4.1,95,Radeon R7 (on-die),False,2024-01-20,
Intel Xeon E3-1230 V5,298.95,4,3.4,3.8,80,,True,2024-01-20,
Intel Core i3-540,90.0,2,3.06,,73,Intel HD Graphics,True,2024-01-20,
Intel Core i7-7740X,355.57,4,4.3,4.5,112,,True,2024-01-20,
Intel Core i7-6800K,329.11,6,3.4,3.6,140,,True,2024-01-20,
Intel Xeon E5-4620,52.0,8,2.2,2.6,95,,True,2024-01-20,
Intel Core i3-9300,180.0,4,3.7,4.3,62,Intel UHD Graphics 630,False,2024-01-20,
Intel Core i7-3960X Extreme Edition,274.85,6,3.3,,130,,True,2024-01-20,
Intel Xeon E5-2620 V4,429.95,8,2.1,3.0,85,,True,2024-01-20,
Intel Core i9-9960X,1304.22,16,3.1,4.4,165,,True,2024-01-20,
Intel Xeon E3-1220 V5,96.31,4,3.0,3.5,80,,False,2024-01-20,
AMD FX-9370,199.5,8,4.4,4.7,220,,False,2024-01-20,
Intel Pentium Gold G6605,171.89,2,4.3,,58,Intel UHD Graphics 630,True,2024-01-20,
Intel Core i7-4790T,155.86,4,2.7,3.9,45,,True,2024-01-20,
Intel Core i3-8100,104.99,4,3.6,,65,Intel UHD Graphics 630,False,2024-01-20,
Intel Xeon E5-1620 V4,217.0,4,3.5,3.8,140,,True,2024-01-20,
Intel Xeon E3-1220 V3,100.49,4,3.1,3.5,80,,False,2024-01-20,
Intel Core i3-4130T,60.0,2,2.9,,35,Intel HD Graphics 4400,True,2024-01-20,
Intel Celeron G4920,79.45,2,3.2,,65,Intel UHD Graphics 610,False,2024-01-20,
Intel Xeon E3-1241 V3,298.0,4,3.5,3.9,80,,True,2024-01-20,
Intel Core i3-6098P,70.0,2,3.6,,54,Intel HD Graphics 510,True,2024-01-20,
Intel Core i7-930,257.27,4,2.8,,130,,True,2024-01-20,
Intel Core 2 Duo E7500,99.63,2,2.93,,65,,False,2024-01-20,
Intel Celeron G1610,37.0,2,2.6,,55,Intel HD Graphics,False,2024-01-20,
Intel Core i3-550,79.98,2,3.2,,73,Intel HD Graphics,True,2024-01-20,
Intel Xeon E-2274G,1026.0,4,4.0,4.9,83,Intel HD Graphics P630,True,2024-01-20,
Intel Xeon E5-2643 V4,121.55,6,3.4,3.7,135,,True,2024-01-20,
Intel Xeon E5-2470V2,529.95,10,2.4,3.2,95,,True,2024-01-20,
Intel Xeon E3-1230 V6,356.62,4,3.5,3.9,72,,True,2024-01-20,
Intel Core i5-3450S,95.0,4,2.8,,65,Intel HD Graphics 2500,False,2024-01-20,
Intel Pentium G3250,65.0,2,3.2,,53,Intel HD Graphics,False,2024-01-20,
Intel Core i5-7600T,147.91,4,2.8,3.7,35,Intel HD Graphics 630,False,2024-01-20,
Intel Core i9-7900X,898.95,10,3.3,4.5,140,,True,2024-01-20,
Intel Core i3-3210,70.0,2,3.2,,55,Intel HD Graphics 2500,True,2024-01-20,
Intel Core i3-4340,60.0,2,3.6,,54,Intel HD Graphics 4600,True,2024-01-20,
Intel Core i5-4670S,534.0,4,3.1,3.8,65,Intel HD Graphics 4600,False,2024-01-20,
Intel Celeron G3900,81.69,2,2.8,,51,Intel HD Graphics 510,False,2024-01-20,
Intel Pentium Gold G5400T,98.95,2,3.1,,35,Intel UHD Graphics 610,True,2024-01-20,
Intel Pentium E5300,59.49,2,2.6,,65,,False,2024-01-20,
Intel Xeon E3-1245 V6,625.0,4,3.7,4.1,73,Intel HD Graphics P630,True,2024-01-20,
Intel Core i5-8600,271.99,6,3.1,4.3,65,Intel UHD Graphics 630,False,2024-01-20,
AMD A10-6700,83.22,4,3.7,,65,Radeon HD 8670D,False,2024-01-20,
Intel Core i9-9940X,998.95,14,3.3,4.4,165,,True,2024-01-20,
AMD Phenom II X4 820,56.64,4,2.8,,95,,False,2024-01-20,
Intel Core 2 Duo E6400,35.0,2,2.13,,65,,False,2024-01-20,
Intel Pentium G3420,51.26,2,3.2,,54,Intel HD Graphics,False,2024-01-20,
Intel Core 2 Extreme QX9650,148.01,4,3.0,,130,,False,2024-01-20,
Intel Core i7-980,349.95,6,3.333,,130,,True,2024-01-20,
Intel Core 2 Extreme QX9775,1495.0,4,3.2,,150,,False,2024-01-20,
AMD Athlon II X4 640,74.79,4,3.0,,95,,False,2024-01-20,
Intel Core i7-875K,205.0,4,2.93,,95,,True,2024-01-20,
Intel Xeon E-2286G,775.99,6,4.0,4.9,95,Intel HD Graphics P630,True,2024-01-20,
Intel Pentium E6600,50.0,2,3.06,,65,,False,2024-01-20,
AMD Athlon II X4 630,52.6,4,2.8,,95,,False,2024-01-20,
AMD A8-5600K,249.99,4,3.6,,100,Radeon HD 7560D,False,2024-01-20,
Intel Xeon E5-2660 V3,149.94,10,2.6,3.3,105,,True,2024-01-20,
Intel Core i3-7100T,105.97,2,3.4,,35,Intel HD Graphics 630,True,2024-01-20,
Intel Xeon E3-1240 V2,345.0,4,3.4,,69,,True,2024-01-20,
Intel Core i7-870,195.02,4,2.93,,95,,True,2024-01-20,
Intel Core i5-3340,278.02,4,3.1,3.3,77,Intel HD Graphics 2500,False,2024-01-20,
Intel Core i7-3970X Extreme Edition,230.11,6,3.5,,150,,True,2024-01-20,
Intel Core i7-950,100.0,4,3.06,,130,,True,2024-01-20,
Intel Celeron G4900,73.0,2,3.1,,65,Intel UHD Graphics 610,False,2024-01-20,
Intel Core i3-7100,74.9,2,3.9,,51,Intel HD Graphics 630,True,2024-01-20,
Intel Xeon E5-2650 V2,185.0,8,2.6,3.4,95,,True,2024-01-20,
Intel Core i7-7800X,277.0,6,3.5,4.0,140,,True,2024-01-20,
Intel Core i7-940,78.67,4,2.93,,130,,True,2024-01-20,
Intel Core i5-7400,119.0,4,3.0,3.5,65,Intel HD Graphics 630,False,2024-01-20,
Intel Core i5-3550,335.0,4,3.3,,77,Intel HD Graphics 2500,False,2024-01-20,
Intel Pentium Gold G6500,79.97,2,4.1,,58,Intel UHD Graphics 630,True,2024-01-20,
Intel Core i7-8700T,304.49,6,2.4,4.0,35,Intel UHD Graphics 630,True,2024-01-20,
AMD A8-6600K,92.86,4,3.9,,100,Radeon HD 8570D,False,2024-01-20,
Intel Core i7-10700K Avengers Collector's Edition,741.0,8,3.8,5.1,125,Intel UHD Graphics 630,True,2024-01-20,
AMD FX-4350,122.96,4,4.2,,125,,False,2024-01-20,
Intel Core i3-3240,106.51,2,3.4,,55,Intel HD Graphics 2500,True,2024-01-20,
Intel Xeon E5-2620 V3,46.19,6,2.4,3.2,85,,True,2024-01-20,
Intel Core i5-7500T,99.0,4,2.7,3.3,35,Intel HD Graphics 630,False,2024-01-20,
AMD A10-7850K,139.84,4,3.7,4.0,95,Radeon R7 (on-die),False,2024-01-20,
Intel Core i5-7640X,193.0,4,4.0,4.2,112,,False,2024-01-20,
AMD FX-8350,202.57,8,4.0,,125,,False,2024-01-20,
AMD FX-6300,78.51,6,3.5,,95,,False,2024-01-20,
Intel Core i9-7920X,554.41,12,2.9,4.4,140,,True,2024-01-20,
Intel Core i3-10300,124.99,4,3.7,4.4,65,Intel UHD Graphics 630,True,2024-01-20,
Intel Celeron G4900T,59.95,2,1.8,,35,Intel UHD Graphics 610,False,2024-01-20,
Intel Pentium Gold G6600,162.4,2,4.2,,58,Intel UHD Graphics 630,True,2024-01-20,
Intel Core i3-6300,90.03,2,3.8,,51,Intel HD Graphics 530,True,2024-01-20,
Intel Pentium G2020,34.99,2,2.9,,55,Intel HD Graphics,False,2024-01-20,
Intel Core i7-4770K,241.42,4,3.5,3.9,84,Intel HD Graphics 4600,True,2024-01-20,
Intel Pentium E2220,19.98,2,2.4,,65,,False,2024-01-20,
Intel Core i9-7980XE,1186.0,18,2.6,4.4,165,,True,2024-01-20,
Intel Core i7-3770S,195.0,4,3.1,,65,Intel HD Graphics 4000,True,2024-01-20,
Intel Core i5-3450,69.0,4,3.1,,77,Intel HD Graphics 2500,False,2024-01-20,
Intel Core i3-10320,133.91,4,3.8,4.6,65,Intel UHD Graphics 630,True,2024-01-20,
Intel Core i5-750,81.0,4,2.66,,95,,False,2024-01-20,
Intel Core i7-5930K,598.95,6,3.5,3.7,140,,True,2024-01-20,
Intel Celeron G3930,54.98,2,2.9,,51,Intel HD Graphics 610,False,2024-01-20,
Intel Xeon E5-1620 V3,66.5,4,3.5,3.6,140,,True,2024-01-20,
Intel Core i7-960,345.0,4,3.2,,130,,True,2024-01-20,
Intel Core i5-8500,184.0,6,3.0,4.1,65,Intel UHD Graphics 630,False,2024-01-20,
AMD A10-7700K,132.86,4,3.4,3.8,95,Radeon R7 (on-die),False,2024-01-20,
Intel Core i5-2380P,70.0,4,3.1,,95,,False,2024-01-20,
Intel Celeron G4930,71.9,2,3.2,,54,Intel UHD Graphics 610,False,2024-01-20,
Intel Xeon E5-2640 V4,998.95,10,2.4,3.4,90,,True,2024-01-20,
Intel Core i9-9900X,649.95,10,3.5,4.4,165,,True,2024-01-20,
Intel Xeon E3-1270 V3,420.0,4,3.5,3.9,80,,True,2024-01-20,
Intel Xeon E-2136,344.73,6,3.3,4.5,80,,True,2024-01-20,
AMD A12-9800,160.0,4,3.8,4.2,65,Radeon R7 (on-die),False,2024-01-20,
Intel Pentium Gold G6405,89.37,2,4.1,,58,Intel UHD Graphics 610,True,2024-01-20,
Intel Core i7-7700T,380.0,4,2.9,3.8,35,Intel HD Graphics 630,True,2024-01-20,
Intel Xeon E5-2630 V4,335.07,10,2.2,3.1,85,,True,2024-01-20,
Intel Core 2 Quad Q6600,94.97,4,2.4,,100,,False,2024-01-20,
Intel Xeon E3-1230 V3,315.86,4,3.3,3.7,80,,True,2024-01-20,
Intel Core 2 Duo E7300,28.2,2,2.66,,65,,False,2024-01-20,
Intel Core i9-7980XE,1249.95,18,2.6,4.4,165,,True,2024-01-20,
AMD FX-8320,106.55,8,3.5,,125,,False,2024-01-20,
AMD A6-9500,89.95,2,3.5,3.8,65,Radeon R5 (on die),False,2024-01-20,
Intel Core i5-650,100.0,2,3.2,,73,Intel HD Graphics,True,2024-01-20,
Intel Pentium G3258,68.0,2,3.2,,53,Intel HD Graphics,False,2024-01-20,
Intel Core 2 Quad Q9300,42.6,4,2.5,,95,,False,2024-01-20,
Intel Core i5-9600KF,309.95,6,3.7,4.6,95,,False,2024-01-20,
Intel Xeon E3-1230 V2,271.85,4,3.3,,69,,True,2024-01-20,
Intel Core i5-760,100.0,4,2.8,,95,,False,2024-01-20,
Intel Xeon E5-1630 V4,229.95,4,3.7,4.0,140,,True,2024-01-20,
Intel Core i7-5775C,250.0,4,3.3,3.7,65,Iris Pro Graphics 6200,True,2024-01-20,
Intel Pentium G4500,112.34,2,3.5,,51,Intel HD Graphics 530,False,2024-01-20,
Intel Core i5-8400T,139.0,6,1.7,3.3,35,Intel UHD Graphics 630,False,2024-01-20,
Intel Xeon E5-2620 V3,125.0,6,2.4,3.2,85,,True,2024-01-20,
Intel Xeon E5-2650,50.13,8,2.0,2.8,95,,True,2024-01-20,
Intel Core i3-9350KF,206.0,4,4.0,4.6,91,,False,2024-01-20,
Intel Core i3-4370,60.0,2,3.8,,54,Intel HD Graphics 4600,True,2024-01-20,
Intel Core i5-4440S,123.35,4,2.8,3.3,65,Intel HD Graphics 4600,False,2024-01-20,
Intel Core i3-560,60.0,2,3.333,,73,Intel HD Graphics,True,2024-01-20,
Intel Xeon E-2236,435.0,6,3.4,4.8,80,,True,2024-01-20,
Intel Core i5-7600T,229.95,4,2.8,3.7,35,Intel HD Graphics 630,False,2024-01-20,
Intel Xeon E-2126G,800.0,6,3.3,4.5,80,Intel HD Graphics P630,False,2024-01-20,
AMD FX-4350,132.35,4,4.2,,125,,False,2024-01-20,
Intel Xeon E5-1620 V4,153.76,4,3.5,3.8,140,,True,2024-01-20,
AMD Athlon II X4 620,59.49,4,2.6,,95,,False,2024-01-20,
Intel Pentium G6950,55.01,2,2.8,,73,Intel HD Graphics,False,2024-01-20,
Intel Celeron G3930,98.02,2,2.9,,51,Intel HD Graphics 610,False,2024-01-20,
Intel Xeon E5-2620,77.0,6,2.0,,95,,True,2024-01-20,
Intel Core 2 Duo E6750,89.95,2,2.66,,65,,False,2024-01-20,
Intel Pentium G640T,84.88,2,2.4,,35,Intel HD Graphics,False,2024-01-20,
Intel Xeon E5-2603 V3,135.0,6,1.6,,85,,False,2024-01-20,
Intel Core i3-6100T,149.94,2,3.2,,35,Intel HD Graphics 530,True,2024-01-20,
Intel Xeon E3-1245 V5,399.0,4,3.5,3.9,80,Intel HD Graphics P530,True,2024-01-20,
Intel Core i5-7500T,199.95,4,2.7,3.3,35,Intel HD Graphics 630,False,2024-01-20,
Intel Celeron E3300,64.79,2,2.5,,65,,False,2024-01-20,
Intel Core 2 Duo E6320,89.95,2,1.86,,65,,False,2024-01-20,
Intel Xeon E3-1220 V5,354.97,4,3.0,3.5,80,,False,2024-01-20,
Intel Core 2 Duo E7200,80.98,2,2.53,,65,,False,2024-01-20,
Intel Core i7-5775C,905.0,4,3.3,3.7,65,Iris Pro Graphics 6200,True,2024-01-20,
Intel Core i3-7300T,125.36,2,3.5,,35,Intel HD Graphics 630,True,2024-01-20,
Intel Core i5-670,127.01,2,3.46,,73,Intel HD Graphics,True,2024-01-20,
Intel Pentium G630T,75.0,2,2.3,,35,Intel HD Graphics,False,2024-01-20,
AMD A4-3400,134.09,2,2.7,,65,Radeon HD 6410D,False,2024-01-20,
Intel Xeon E3-1245,245.0,4,3.3,,95,Intel HD Graphics,True,2024-01-20,
Intel Xeon E5-2603,98.95,4,1.8,,80,,False,2024-01-20,
AMD Pro A10-7850B,152.77,4,3.7,4.0,95,Radeon R7 (on-die),False,2024-01-20,
Intel Xeon E5-2640 V3,329.95,8,2.6,3.4,90,,True,2024-01-20,
Intel Pentium G4620,229.88,2,3.7,,51,Intel HD Graphics 630,True,2024-01-20,
Intel Core i3-7300T,125.36,2,3.5,,35,Intel HD Graphics 630,True,2024-01-20,
AMD Opteron 6320,269.0,8,2.8,3.3,115,,False,2024-01-20,
Intel Pentium E5300,79.4,2,2.6,,65,,False,2024-01-20,
Intel Core 2 Duo E6550,89.95,2,2.33,,65,,False,2024-01-20,
Intel Pentium G3460,53.99,2,3.5,,53,Intel HD Graphics,False,2024-01-20,
Intel Xeon E-2174G,535.27,4,3.8,4.7,71,Intel HD Graphics P630,True,2024-01-20,
Intel Xeon E3-1235,219.0,4,3.2,,95,Intel HD Graphics,True,2024-01-20,
Intel Core 2 Duo E8300,99.95,2,2.83,,65,,False,2024-01-20,
Intel Core 2 Duo E7600,98.95,2,3.06,,65,,False,2024-01-20,
Intel Core 2 Quad Q9300,172.0,4,2.5,,95,,False,2024-01-20,
Intel Core 2 Extreme X6800,98.95,2,2.93,,75,,False,2024-01-20,
Intel Xeon E3-1240 V6,429.95,4,3.7,4.1,72,,True,2024-01-20,
Intel Xeon E-2144G,804.0,4,3.6,4.5,71,Intel HD Graphics P630,True,2024-01-20,
Intel Xeon E5-2603 V4,449.95,6,1.7,,85,,False,2024-01-20,
Intel Core 2 Duo E6400,89.95,2,2.13,,65,,False,2024-01-20,
Intel Xeon E3-1220 V6,419.0,4,3.0,3.5,72,,False,2024-01-20,
Intel Xeon E3-1230 V6,449.95,4,3.5,3.9,72,,True,2024-01-20,
Intel Xeon E-2136,811.0,6,3.3,4.5,80,,True,2024-01-20,
Intel Xeon E-2146G,913.69,6,3.5,4.5,80,Intel HD Graphics P630,True,2024-01-20,
Intel Xeon E5-2620,139.94,6,2.0,,95,,True,2024-01-20,
Intel Celeron 430,59.95,1,1.8,,35,,False,2024-01-20,
Intel Xeon E3-1230 V2,249.95,4,3.3,,69,,True,2024-01-20,
Intel Xeon E3-1225 V6,505.86,4,3.3,3.7,73,Intel HD Graphics P630,False,2024-01-20,
Intel Core 2 Duo E6420,69.95,2,2.13,,65,,False,2024-01-20,
Intel Pentium E5300,79.4,2,2.6,,65,,False,2024-01-20,
Intel Pentium G3460,63.99,2,3.5,,53,Intel HD Graphics,False,2024-01-20,
Intel Core i3-2125,152.0,2,3.3,,65,Intel HD Graphics 3000,True,2024-01-20,
Intel Pentium G645,83.0,2,2.9,,65,Intel HD Graphics 2500,False,2024-01-20,
Intel Pentium G2140,45.0,2,3.3,,55,Intel HD Graphics,False,2024-01-20,
Intel Pentium G3470,61.07,2,3.6,,53,Intel HD Graphics,False,2024-01-20,
Intel Xeon E-2134,671.0,4,3.5,4.5,71,,True,2024-01-20,
Intel Xeon E3-1245 V6,449.95,4,3.7,4.1,73,Intel HD Graphics P630,True,2024-01-20,
Intel Core 2 Duo E4600,98.95,2,2.4,,65,,False,2024-01-20,
Intel Core 2 Duo E4300,70.0,2,1.8,,65,,False,2024-01-20,
Intel Core 2 Duo E6850,89.95,2,3.0,,65,,False,2024-01-20,
Intel Core 2 Duo E7600,244.52,2,3.06,,65,,False,2024-01-20,
Intel Core i5-750S,125.0,4,2.4,,82,,False,2024-01-20,
Intel Celeron G540,69.98,2,2.5,,65,Intel HD Graphics,False,2024-01-20,
Intel Pentium G3430,61.07,2,3.3,,54,Intel HD Graphics,False,2024-01-20,
Intel Xeon E5-2630 V3,459.0,8,2.4,3.2,85,,True,2024-01-20,
Intel Core 2 Duo E4400,108.0,2,2.0,,65,,False,2024-01-20,
Intel Xeon E3-1285 V6,929.95,4,4.1,4.5,79,Intel HD Graphics 630,True,2024-01-20,
Intel Xeon E3-1225 V6,149.0,4,3.3,3.7,73,Intel HD Graphics P630,False,2024-01-20,
Intel Xeon E5-2623 V3,244.0,4,3.0,3.5,105,,True,2024-01-20,
Intel Core 2 Extreme QX6850,229.95,4,3.0,,130,,False,2024-01-20,
Intel Pentium E2200,54.0,2,2.2,,65,,False,2024-01-20,
Intel Core 2 Quad Q8400,155.97,4,2.66,,95,,False,2024-01-20,
Intel Core i3-7320,98.86,2,4.1,,51,Intel HD Graphics 630,True,2024-01-20,
Intel Pentium E2160,49.0,2,1.8,,65,,False,2024-01-20,
Intel Core i3-3245,80.0,2,3.4,,55,Intel HD Graphics 4000,True,2024-01-20,
Intel Pentium E2140,79.95,2,1.6,,65,,False,2024-01-20,
Intel Core i5-661,80.0,2,3.33,,87,Intel HD Graphics,True,2024-01-20,
Intel Celeron G530,55.86,2,2.4,,65,Intel HD Graphics,False,2024-01-20,
Intel Xeon E3-1265L V3,398.95,4,2.5,3.7,45,Intel HD Graphics,True,2024-01-20,
AMD A4-3300,89.95,2,2.5,,65,Radeon HD 6410D,False,2024-01-20,
Intel Core i3-3220T,120.0,2,2.8,,35,Intel HD Graphics 2500,True,2024-01-20,
Intel Celeron 430,64.77,1,1.8,,35,,False,2024-01-20,
AMD Opteron 6320,249.01,8,2.8,3.3,115,,False,2024-01-20,
Intel Celeron G3920,495.09,2,2.6,,35,Intel HD Graphics 510,False,2024-01-20,
Intel Xeon E3-1275 V6,415.4,4,3.8,4.2,73,Intel HD Graphics P630,True,2024-01-20,
Intel Xeon E5-2630L V3,410.0,8,1.8,2.9,55,,True,2024-01-20,
Intel Core i5-3330S,149.94,4,2.7,3.2,65,Intel HD Graphics 2500,False,2024-01-20,
Intel Celeron 440,49.99,1,2.0,,35,,False,2024-01-20,
Intel Core i5-4690,147.41,4,3.5,3.9,84,Intel HD Graphics 4600,False,2024-01-20,
Intel Pentium G630,37.49,2,2.7,,65,Intel HD Graphics,False,2024-01-20,
Intel Xeon E5-2650L,129.94,8,1.8,2.3,70,,True,2024-01-20,
Intel Core i7-7820X,498.05,8,3.6,4.5,140,,True,2024-01-20,
Intel Core 2 Quad Q9550,288.02,4,2.83,,95,,False,2024-01-20,
Intel Core i3-2120T,60.0,2,2.6,,35,Intel HD Graphics 2000,True,2024-01-20,
Intel Xeon E3-1245 V2,321.99,4,3.4,,77,Intel HD Graphics P4000,True,2024-01-20,
Intel Xeon E5-2609 V4,312.0,8,1.7,,85,,False,2024-01-20,
AMD A10-5700,68.02,4,3.4,,65,Radeon HD 7660D,False,2024-01-20,
AMD A10-5800K,78.02,4,3.8,,100,Radeon HD 7660D,False,2024-01-20,
AMD A12-9800E,138.02,4,3.1,3.8,35,Radeon R7 (on-die),False,2024-01-20,
Intel Xeon E-2276G,696.08,6,3.8,4.9,80,Intel HD Graphics P630,True,2024-01-20,
Intel Core 2 Duo E6700,74.95,2,2.66,,65,,False,2024-01-20,
Intel Xeon E3-1275 V2,374.0,4,3.5,,77,Intel HD Graphics P4000,True,2024-01-20,
Intel Celeron 440,34.99,1,2.0,,35,,False,2024-01-20,
AMD Athlon II X4 635,58.02,4,2.9,,95,,False,2024-01-20,
AMD A4-6300B,49.95,2,3.7,3.9,65,Radeon HD 8370D,False,2024-01-20,
AMD Phenom II X4 975,168.02,4,3.6,,125,,False,2024-01-20,
Intel Core i3-2105,60.0,2,3.1,,65,Intel HD Graphics 3000,True,2024-01-20,
Intel Xeon E5-2643 V2,398.95,6,3.5,3.8,130,,True,2024-01-20,
Intel Xeon E5-2643 V3,549.95,6,3.4,3.7,135,,True,2024-01-20,
Intel Xeon E-2236,410.52,6,3.4,4.8,80,,True,2024-01-20,
Intel Xeon E3-1280 V6,562.0,4,3.9,4.2,72,,True,2024-01-20,
Intel Xeon E3-1270 V6,725.37,4,3.8,4.2,72,,True,2024-01-20,
Intel Pentium E6500,88.55,2,2.93,,65,,False,2024-01-20,
Intel Pentium G4600,169.95,2,3.6,,51,Intel HD Graphics 630,True,2024-01-20,
Intel Core i5-7640X,225.4,4,4.0,4.2,112,,False,2024-01-20,
AMD Athlon II X3 435,159.94,3,2.9,,95,,False,2024-01-20,
Intel Core 2 Duo E8400,176.17,2,3.0,,65,,False,2024-01-20,
Intel Core i7-860S,100.0,4,2.53,,82,,True,2024-01-20,
Intel Pentium G2120,52.0,2,3.1,,55,Intel HD Graphics,False,2024-01-20,
Intel Core i7-6900K,305.86,8,3.2,3.7,140,,True,2024-01-20,
Intel Pentium G870,77.0,2,3.1,,65,Intel HD Graphics,False,2024-01-20,
Intel Core i5-660,276.69,2,3.33,,73,Intel HD Graphics,True,2024-01-20,
Intel Xeon E3-1220 V6,389.95,4,3.0,3.5,72,,False,2024-01-20,
Intel Xeon E5-2637 V3,470.12,4,3.5,3.7,135,,True,2024-01-20,
Intel Xeon E3-1220,115.0,4,3.1,,80,,False,2024-01-20,
Intel Core i3-7100T,109.7,2,3.4,,35,Intel HD Graphics 630,True,2024-01-20,
AMD Phenom II X4 830,55.05,4,2.8,,95,,False,2024-01-20,
Intel Core i3-6320,165.0,2,3.9,,51,Intel HD Graphics 530,True,2024-01-20,
Intel Xeon E3-1225 V5,295.0,4,3.3,3.7,80,Intel HD Graphics P530,False,2024-01-20,
AMD A6-7470K,89.0,2,3.7,4.0,65,Radeon R5 (on die),False,2024-01-20,
Intel Xeon E5-2609,57.99,4,2.4,,80,,False,2024-01-20,
Intel Pentium G3470,92.0,2,3.6,,53,Intel HD Graphics,False,2024-01-20,
Intel Xeon E3-1240 V6,443.84,4,3.7,4.1,72,,True,2024-01-20,
Intel Xeon E-2104G,579.02,4,3.2,,65,Intel HD Graphics P630,False,2024-01-20,
Intel Xeon E3-1275,376.99,4,3.4,,95,Intel HD Graphics,True,2024-01-20,
Intel Xeon E5-2665,227.0,8,2.4,3.1,115,,True,2024-01-20,
Intel Core i5-750,398.0,4,2.66,,95,,False,2024-01-20,
Intel Xeon E5-2695 V3,498.95,14,2.3,3.3,120,,True,2024-01-20,
Intel Core i9-9980XE,1073.0,18,3.0,4.4,165,,True,2024-01-20,
Intel Xeon E5-2695 V2,139.0,12,2.4,3.2,115,,True,2024-01-20,
Intel Xeon E5-1660 V3,204.44,8,3.0,3.5,140,,True,2024-01-20,
Intel Core 2 Quad Q9550,52.55,4,2.83,,95,,False,2024-01-20,
Intel Core i7-4770,74.95,4,3.4,3.9,84,Intel HD Graphics 4600,True,2024-01-20,
Intel Core i5-6600K,130.0,4,3.5,3.9,91,Intel HD Graphics 530,False,2024-01-20,
Intel Core i5-6500,109.9,4,3.2,3.6,65,Intel HD Graphics 530,False,2024-01-20,
AMD Ryzen 7 2700,185.0,8,3.2,4.1,65,,True,2024-01-20,
Intel Core i3-10105F,79.76,4,3.7,4.4,65,,True,2024-01-20,
Intel Core i7-6700,198.99,4,3.4,4.0,65,Intel HD Graphics 530,True,2024-01-20,
Intel Core i9-10850K,295.0,10,3.6,5.2,125,Intel UHD Graphics 630,True,2024-01-20,
Intel Core i9-12900KS,426.0,16,3.4,5.5,150,Intel UHD Graphics 770,True,2024-01-20,
Intel Core i5-11600K,231.07,6,3.9,4.9,125,Intel UHD Graphics 750,True,2024-01-20,
Intel Xeon E5-2660,15.44,8,2.2,3.0,95,,True,2024-01-20,
AMD Ryzen 5 3600,165.18,6,3.6,4.2,65,,True,2024-01-20,
Intel Core i7-12700,304.0,12,2.1,4.9,65,Intel UHD Graphics 770,True,2024-01-20,
Intel Core i7-10700KF,240.0,8,3.8,5.1,125,,True,2024-01-20,
AMD Threadripper 3960X,1450.0,24,3.8,4.5,280,,True,2024-01-20,
Intel Core i9-9900KF,289.74,8,3.6,5.0,95,,True,2024-01-20,
